text,hate_score
"如果双方是真爱我支持，但是大部分老外只是想玩玩罢了，君不见黑人没爹(因为抛妻弃子的太多了)，easygirl可不是中国人说出来的，令我疑惑的是她们对中国男性极度苛刻(彩礼，房，车，顾家，赚钱)，""",75.0
因为最初的歧视，导致了犯罪率身高，因为犯罪率升高导致了害怕，又因为害怕而过分警惕，最终导致了普遍的不接纳，但经过六七十年的时间冲刷，好多人都忘了这件事最初的源头说到，哎，那怎么能叫歧视呢，是害怕，美国白人怕黑人，我的天。我觉得亚裔就缺一个马丁路德金,60.0
其实感觉这不能算性别歧视，是那些女拳太想要性别红利，一看到真正的独立女性就眼红，就必须得找点儿毛病出来，好不容易找个“毛病”出来不得好好做做文章吗：“你们看，她独立就是人设，真正的女权就是不婚不育，,60.0
奕山: 粤民皆汉奸（从事不法活动的汉人），粤兵皆贼党。 ，辛亥革命以后，肃王收拾行李打算回东北，临行前赋诗一首：『幽燕非故国，长啸返辽东。回马望烽火，中原落照红。』一百年以前人家也没拿你当自己人。,50.0
甘肃用的全国卷，一本二本分数线和吉林湖北差不多，比四川高，也比用全国卷的贵州高。。。。但是，比北京高！！！！但是你了解甘肃的教育有多落后么，人口区区2500w的省，考生却30w，教育还落后，经济也不发达,30.0
冷？那东北人北方人不比他们要猛？我是北方人在澳洲留学。确实亚裔身体素质没有他们强，但是95%都是南方人或者东南亚人。我在中国北方也看到一些南方过来打工的，小身板，没力气，身体素质不咋滴。我作为一个北方人觉得和白人差不了多少。,30.0
你想多了作为河北人，只要你把从河北拿过去的滦河水和学校还给我们，别叫我们为了北京天津做什么环保措施，最后别把你们的垃圾污染企业给扔到这里就可以了。说的我们多喜欢你们一样。对于我们而言天津跟我们没关系，只是个吸血鬼。,50.0
哈，中国女权除了会“矫枉过正”，没想到还会说别人“以偏概全”，你看到的完全是因为你圈子low，这招多谢赐教，下次不管你们女权是遇到了直男癌还是“直男癌”，我也统统认为是你们的圈子问题 可以吧,50.0
扯淡！现在中国有真女权吗？凡是搞女权的中国女人都是伪女权和田园女权！就算有冤枉的，我看也不过是个别三两个。徐这样的人起码是真直男癌，比“既当婊子又想立牌坊”的田园女权要好多了，人家是真小人，比伪君子可爱多了！,60.0
回复那个febb开头的 说得好！！！语言情绪指数满分！！给你点赞！ 欧阳娜娜粉丝是不是都喜欢拉黑人啊?一言不合就拉黑?我寻思我也没说什么骂人的话也没有阴阳怪气啊?姐妹厉害。而且最令人恶心是说完话拉黑人。,60.0
LGBT能引起白左注意，没gay的身份更糊。 卡美一个歧视黑人，到处得罪人，而且团体出道，tweet粉丝1200w左右。。。 就和抖森一样，本以为能让霉霉带一下热点，最后还是糊了一脸。。。,60.0
是不是有人很顶苏有朋？作为一名专业的gay，我多年前在混上海的同志圈时，很照顾我的老哥哥那里有的是猛料。有兴趣的话私信奥。哈哈哈哈哈哈。台湾人在上海的名声差到一个可以，台巴子就是上海宁们发明的。,75.0
台湾骗子打1000个电话，总有那么几个被骗的；公知动不动就几千万粉，随便片面诱导一下自然有人会把国外想的太好。就像做媒婆的，说妹子高皮肤白身材好，巴拉巴拉，结婚洞房揭开盖头一看是个变性人，你说有没有她的责任？,50.0
怎么感觉和女权一样，昨天吃中午饭某女生非要和我讨论女性受多少多少压迫，怎么怎么被性别歧视，然后我说关我什么事，又不是我压迫的我又不歧视女性，而且我也是受剥削的……她就说我没有同理心反正各种让我承认压迫女性……,60.0
讲道理，后来英国佬拉去填北非的主要是两只袋鼠和印度人，两只袋鼠本土受到日军威胁英国佬也不准他们回援，然后哪，两只袋鼠战后迅速投向美国。至于阿三，不把阿三的最后一滴血流干，高贵精锐的大英帝国军怎会投降。,80.0
他说的女大学生问题肯定是不准确，但是中国人口基数很大，任何问题都有一定的概率，你并不能排除有些人脑抽非要去干这种事情，基数那么大在那里，可能会有种种的原因嫁给黑人，这也是没办法，接触就会有概率，虽然这概率很小，所以说我们反对黑人，让他们别来中国,80.0
东北大多数地方人普通话是最标准的，那些地图炮地域黑真的很过分。而且东北人又不都是蛮不讲理脾气暴躁的，我就不信别的地方没有那些固执死板张口就骂人的。在此顺便正名，我们东北人最讨厌那些快手社会炮子 牌牌琦天佑封杀我们差点没普天同庆。,50.0
广东人表示很多人管外地人叫xx佬/xx婆，一般管小孩子叫xx妹/xx仔，我也从曾经的xx仔变成了xx佬了[看看你]，习惯了到也觉得没什么了。我在茂名上学，有意思的是，化州的同学叫高州的“高州佬”，高州的同学叫化州的“化州佬”[尴尬]也许这也是一种文化吧！,30.0
实际上日本歧视更多的是尼泊尔越南人中东人，中国人除了讲话太大老粗的不怎么会日语的，正常不会被歧视，肤色都一样只会表面夸你日语好，你要非说他就是歧视你那我也没话说，但是日本人喜欢保持社交距离，,30.0
你去上海大街上随便问问，有几个说上大比华理好的？为什么外省分高，还不是被名字骗过去了。上海本地都是明白人，看上海的分数就看得出来。不是说上大不好，确实发展挺快，但你们这群网络喷子只会让你们的母校丢脸。,30.0
人家说那个小偷是新疆人好不好，没你想的那么复杂好不好！是你本身就对自己民族不自信，导致自己也不自信，总觉得人家说的是整个新疆人，人家只是说的那个偷她的人！你可倒好，一碰到新疆人，就往自己身上扯，可有让你站在道德高点上指责别人的时候了！,50.0
我赞同你，黑人堕落还不是因为资源全被抢了？没教育没经济能出什么人才啊，上面还有人提正面榜样，正面榜样马丁路德金和黑豹党全被屠干净了，稍微了解一点历史就知道美国白人怎么炸了黑人华尔街，怎么把黑人辛辛苦苦创造的社区毁掉的，,50.0
百度xx吧，一般都是外地人想在当地找老乡才会去的。 所以上海人就看不下去了，在上海吧和外来人员来源最大的某地区人展开了骂战。 苏州完全没有上海这么大的实力，而且性格也比上海人温柔，肯定骂不过某地区人。胳膊拗不过大腿。,50.0
我看撕起来主要是因为有好多人直接说山西大学没有黑人制度吧，更恶心的话也有，拿着这个撕肯定会吵起来，两边素质都丢了都开始互相黑。一般都是山西人认为是山西大学是山大，别的地方是山东大学，很容易理解，像南京大学南昌大学一样,30.0
北京不也是一副看不起外地人？我北上广深还有其他很多二线城市都去过，别的地方像什么飞机火车的态度不差，几次遇到北京的，问问题以一副鄙视的态度看着，还有一次检查我证件我走不远明显听到那个女的说土包子，而广东的好很多。,50.0
我记得看绿皮书的知乎评价里就有说过黑人如果不犯罪他都不知道自己是谁，美国的黑人和非洲的黑人两个概念，美国的黑人没有文化的根，他们的文化全是底层文化，意味着如果一个黑人要成为上层人他就得表现的不像黑人。,75.0
我同情他们，但是我确实不爽那些非法来到中国的黑人，不爽那些超国民待遇的黑人留学生，不爽那些一黑黑8代的基因，不爽那些犯罪率强奸率很高的种族，他们生活不易，我同情，但是我不欢迎中文学不好的老外来中国享受超国民待遇，一码归一码，一楼思想太偏激了。,80.0
为什么？我跟你说为什么！因为黑人的犯罪率高，这是对他们的刻板印象别的不说，想想0元购但一码归一码一个说他们的法律，确实是这样二个就是这个人应该是无辜的但是就这样就罔顾事实，上纲上线两个警察？不不不！这样好吗？这样不好！,75.0
事实上酝酿出了“黑命贵”这种社会性事件，就说明有些黑人觉得自己的地位不高。没有人是可以高人一等的，我觉得你应该说的是黑人为什么在以白人排挤黑人为传统观念的西方社会，居然还能造势造出这么大的动静，在某些时候传统白人对此好像无动于衷，,50.0
应该不是歧视越南人，你应该是误会了。我们家那会儿有很多别的省逃难来的，比如湖北，人家会叫她湖北佬，如果江西的，就会说江西老表，类似于取外号，但不是歧视。歧视应该是因为穷，因为穷确实很容易受歧视,30.0
说实话后来这么多黑河南的 一部分是跟风 但是究其原因是河南人自己作 出了省自然就代表了河南人了 坑蒙拐骗无恶不作 车站的骗子有多少河南人你们心里没点b数？现在整顿了就开始喊冤 以前被骗的人呢 我不否认哪个地方都有坏人 但在当时车站的骗子河南的特别多,50.0
如果连这都分辨不出来，那只能说明部分和你类似的女权女性，对于女权到底在争取什么都没有理智的思考过，思维逻辑基本上就是，女性受到了性别歧视，女的不可能歧视自己，所以肯定是男的歧视女的，所以这是男权社会，,50.0
其实男人也不一样，听说大保健白人都能比中国女的多出一倍的价钱。在中国娶个白人老婆，那真是一副光宗耀祖的模样，不是中国男人不愿意娶，而是的确不受白人女的的欢迎。（不要喷我这是美国调查的亚裔男和黑人女最不受欢迎）,60.0
简单概括无产白人，无产黑人，无产亚裔以及看起来像无产的拉丁都被歧视右派犹犹资本家，盎撒资本家，加入资本家队伍的华华，打扮的像资本家的拉丁和加入资本家——也就是所谓黑皮白心的——黑黑们都过得去剖开现象看本质，,80.0
不要看到“地域黑”这个字就杯弓蛇影，现在河南人好像特别在意这个，所谓的“地域黑”肯定是有原因的，当看到自家所在地区有一些负面影响时，必须要反躬自问。试问一下，江浙地区和河南地区的人，哪个地区综合素质高？既然事实存在，就应该正视，虚心接受一下。,50.0
这个。可能带有某种文化误区就是虽然大家都用的汉字，同样鬼子鬼子的叫，理解出来的意思会有一定偏差。中国人用鬼从名词到形容词，指代恐怖的东西比较多，含有一定贬义，鬼子又是个专称，和烧杀抢掠结合在一起。,50.0
你这就是嫉妒出国的中国人罢了，实际上真的出国就知道，美国的华裔和中国人根本就是两个不同的民族。华裔美国人胆小怕事，不敢吱声，跪舔白人，另一方面又看不起中国人。中国人性格不太一样，基本上从来不跟华裔美国人有来往，,80.0
我觉得可以去革命，学学当年的国共两党，说到底所谓的中华民族，也只有少数人，大部分都是一群黄皮猪而已，人家白人少吃顿饭就敢革命，中国人活不下去了才喊什么王侯将相，还嘲讽印度人不敢反抗呢，人家到现在都有毛派武装，中国人？只会嗷嗷叫的劣等民族而已。,100.0
知乎上就没说过哪个国家的优点吧？日本社会压抑，虚伪，变态。美国脏乱差，枪击案，黑人犯。加拿大澳大利亚，大农村，没人气，欧洲国家，难民多，人懒惰，治安差。香港台湾地区就不说了，黑成碳。综上所述，知乎精英通过自己的亲身实践得出结论，,80.0
虽然黑人出过很多伟大的人物，但犯罪率相比其他人的确偏高，素质也偏低。当然也和现在环境有关，受鄙视受压迫，就养成了反抗斗争不羁的思想，然而无法向外部施力，只能通过内斗争夺缓解，环境越恶劣民风越彪悍，越受鄙视。,75.0
说明我国很大一部分网民的小资产阶级奴性根深蒂固，总要找一个贵族放自己头上，拿来藐视别人，说:“你这个穷要饭的，我们家大人岂是你能比的？”。成吉思汗、忽必烈的子孙是人，别的牧民的孩子就活该被你们天天拿来鄙视？跟您沾亲带故还是怎么着？当然，,50.0
那是因为他们自己不争气，还祸害别人。 换个角度想，如果黑人只要有勤劳能干等等特点我们会这么歧视他吗？ 说种族基因的还算了吧，这我也不知道，但是有个事实就是凡是黑人多的国家，犯罪率就一定高。 我觉得这就很说明问题了。,80.0
脏乱差，不守规矩，落后……但这些都不是个人的锅，由于国家政策原因，河南一直定位为农业大省……发展比较落后肯定这样。旅游的话我自己也不会选家乡的景点的，虽然有很多景点很好，但是配套设施和服务跟不上，心累。,30.0
哇，上策是自黑，我经常用。比如，养蛊听说过么，我们大河南就是，智商稍微跟不上，根本活不过童年。敢来我们河南玩么，听说过骗子总部吗，你这智商到不了郑州就被卖了……好像还没人因为我河南人歧视我。自己不当回事，别人歧视起来也没啥快感……,50.0
人家让你反思，为什么重男轻女，你自己做了什么心里没数吗哈哈哈哈[飙泪笑][飙泪笑][飙泪笑]还说看我答案说我是个女权，对我确实女权我看不起全职太太也提醒女孩子不要做全职[捂嘴][捂嘴][捂嘴][捂嘴]职业女性确实挡着他们大男子主义了,50.0
楼主所说的这些歧视不是真的歧视，真的歧视是因为贫穷带来的，富裕带来的被歧视很多是歧视者的自嘲，为什么这几年东北越来越被歧视，很大原因是东北的经济没落，人们只能出来打工，跟河南人被歧视一样，同理黑人被歧视的深层次原因很大原因也是，穷人出现在别人的地盘,50.0
黑人不反对种族歧视，他们反对的是别人歧视他们，黑人是一个自私，懒惰，眼光短浅，奉行享乐主义的种族，基因里面带着呢，不要说什么给他们传授中华传统美德那一套，有些东西是无法改变的，就像你的眼睛，,100.0
之所以现在女性一想争取点权利就会被骂女权，必然和各大平台上田园女权兴风作浪、蛊惑人心有关，她们把“女权”这个名词污名化了，并且与田园女权彻底绑定。她们所期望矫枉过正现在由于外人的普遍反感而提前达成了，不过是反向达成的，,60.0
不好意思我为数不多的几次被骗都是南方人干的 但是我也没有乱开地图炮说南方人都是坏的 南方是没有骗子吗 我开电视看新闻来东北骗人的都是操着南方口音的 以后我们也避开南方人不跟南方人说话就好了呗,50.0
对对对，不是你们干的，是我们汉人干的。那我想收新疆等一些边疆地区在那个时代也都是我们汉人自己的功绩，跟你们大清弟国真的没关系啊。一个杀人犯拿刀杀了人，跟警察说，是刀杀的，你们为什么来抓我呢？[好奇][好奇]到底是为什么呢？？！！,60.0
