text,hate_score
来来来，你试试在美国 [ 公开 ] 说几个事实，比如在大街上拿着一张美国平均收入表，对黑人说“你们大部分人就是吃福利的黑鬼”，你猜你会不会享受到美利坚暴民和义民的一致抗议，逼你道歉？ 所以王公子的微博内容不对，在外国逼人道歉行之有效。,80.0
去普通小城市，会不会多好的汉语无所谓，你是外教这就是资本，我们这就有一个针对初中的补课班，有两个女黑人外教，比正常女英语老师赚的还多，我高中英语老师还和她们交流过，口音很重，跟正常录音里的发音差很多,50.0
中国人可能理解不了这个典故，在西方，因为不能明显的表示歧视黑人，所以白人就有一个约定俗成的办法：一幢楼里边如果住进了一户黑人，一幢楼的白人就会慢慢地全部搬走了。最高级的歧视，就是不在口头上说，但是连住在一起都不屑。,80.0
我也想不明白，一个中国人这么憎恨喜欢他的的祖国的外国人，且这个外国人对中国有贡献和帮助的，非要去恶心人家，非要上纲上线去黑人家。 实在想不明白为什么有这样的中国人，为什么要对生他养他的祖国那样，真是感到悲哀。,50.0
我觉得您有点跑题了。黑人是因为文化水平，教育水平太低以及历史因素而导致了贫穷，由贫穷又导致了犯罪。如同一些外地人在北京上海人口比例低但犯罪率高。社会问题不能二元化，黑人给社会带来的矛盾不能靠简单的追求以暴制暴。,50.0
仍然觉得恨日本也是应该的，用尽了残忍的手段杀了我们那么多同胞，就这还宣传他们还什么是最讲礼貌的国家，鞠躬都得九十度，别恶心人了，基本的三观和道德都没有。总有人说什么要客观对待日本，到底该怎样，大家心知肚明就好，,75.0
河南偷井盖确有其事，主要还是穷，穷就想往沿海跑 存在感太强。 南方有海有长江何必搞重工业，有这条件做贸易不香吗？河南没出海口 不可能要求河南走江苏广东那种路。不过这几年河南也开始重视了，很多河南人开始回家乡了,30.0
老奶奶会英文又怎样，空姐亚裔面孔，用中文交流，说明空姐即使不是中国人，中文也是常用语，当顾客要求说中文她还是要坚持英文并要麻烦另外一个顾客翻译，这已经是低水平的服务，给人的感觉就是说歧视中国人不愿意说中文，这种情况下给空姐一个教训并且投诉种族歧视并不为过,50.0
请问“女拳”是杀人了还是抢劫了？我怎么觉着杀人抢劫都是男的居多呢🤔黑人违法打砸抢损害了店主的利益，请问女的不和你谈恋爱怎么你了？家暴还是女的挨打，矛盾还是女的被杀，岗位还是男的优先，男的急啥啊，没有能生孩子的保姆了很急吗？,50.0
亚裔抱团基本上在你我有生之年看不到的，光是华人都不可能整体抱团。新旧华人互相看不上，东亚三国的人更是互相仇视，但是又同样都对黑人墨西哥人抱团搞政治正确运动嗤之以鼻，你说能怎么抱团，能顺利地各顾各都算是万幸了,60.0
还有最近的三部网络剧，牧野诡事，黄皮子坟，河神，明明都是根正苗红的内地题材，前两部偏偏找了台湾人当主演！你演得的好也行啊，演技烂成翔，活该扑街！骗了我们大陆人的钱烧着玩，还顺道恶心我们啊。多亏河神争气，不信这个邪，全部内地草根班底，还真成了:),80.0
关键你们不觉得恶意攻击杨振宁的喷子太多了，杨自己都说他回国后，美国的科学文刊假装不认识他，他投稿说他与美国人认识的他同名，李政道在美国，杨振宁在中国，为什么中国人骂中国人，你们看李政道家族的黑历史在台湾。,50.0
大街上随便拉一个中国人，您能从外表判断出他来自哪个省吗？他再开口说两句话，您能从他口音、用词判断出他祖上在明朝、清朝来自哪，是干什么的吗？您说的，贵族说话的语气都异于常人。至少随便拉一个美国人，很容易从肤色判断此人是非裔、亚裔还是白种人，种族是写在脸上的。,50.0
时间有点久了，坐过几次外国好像是挪威北方航空公司的飞机，起飞前都要播放安全教育视频，本来很正常，但是看久了就发现，里面演不良行为的都是亚裔面孔，演正确行为的都是欧美面孔。后来想想如果告它一个种族歧视是不是我现在就不用搬砖这么辛苦了。,50.0
美国有美国的政治正确，中国有中国的政治正确。你赚中国人的钱，不能说不理解中国的政治正确，如果言论真的自游。那么为什么骂黑人就不行？凭啥要求别人按照你那一套价值观来？凭什么不尊重我们的政治正确？,50.0
国航手册里也没写黑人聚集区严重到不能去啊。它只说“不要晚上去”，“尽量结伴而行”，你脑补得有点多吧。我就说河南诈骗犯最多，所以在河南人聚集区“尽量提防骗子”，你觉得的这写在旅游手册上算不算歧视？,50.0
没说到点子上，治安混乱黄赌毒盛行的原因只有一个 就是人种，特别是这些混种拉丁人、黑人， 美国的人种这么多，那些个爱尔兰人 意大利人 西西里人 德国人 荷兰人 包括日本人 韩国人 中国人，都比黑人晚一步到达美国，一开始也是贫困不堪，现在呢？,75.0
吃屎恶心而且臭，两个男人XX并且女装上女厕，一样恶心。。。黑人和女权问题类似。我就不喜欢广州街上的黑人，从来也不可能认为一个勤俭自立的国人就要和一个好吃懒做惹事的黑人平等无优劣，并且很习惯用种族或者性别标签来迅速判定陌生人——那是最明显的标签好不好。,80.0
国际友人不存在的，你敢用雷我就敢开车撞你，低素质玩家太多，还有个别广西口音真的恶心，技术不行落地成盒不说，就喜欢BB，你倒是进前十啊？！就刚刚差点被队友手雷炸，真服了，不想搭理这种人。现实中估计也是垃圾人品，,50.0
恨屋及乌是人之常情，这种事发生在谁身上都会对英国失望，贬低它。 一直觉得中国治安比外国好，至少思想平和些，种族歧视，公民持枪国家不断的枪击案，某某国不断出现流浪汉的强奸，男的也不安全……还是国内好。这辈子就待国内了,50.0
[思考][思考]说实话，硬黑没啥意思。四川地级市的小县城的小餐馆你进去是外地人，他会尽量跟你说普通话。可不是某些人说的那样没素质，某些人素质倒是没看到在哪里。还四川公务员，你这种业务能力能进来走了多少关系[捂嘴]还是全靠编,50.0
慕斯自己敢垫脚还怕人说了？一个从小没爹教育的黑人在篮球场处处恶心球迷的眼睛伤害别人的职业生涯，球霸打法费队友数据，作为球员不好好打球插手管理层，赔钱冠军历史第一人，在中国养了一群太监来洗白，笑死了,80.0
我是真的讨厌动不动就开始地域黑的，真的有意思。你要是觉得不地域黑你活不下去，你去黑那个省，别把整个东北都黑一遍，辽宁和吉林的可不背锅。我要是地域黑我说南方人都是煞笔你愿意听？？地域黑的都是一些垃圾。就这样,50.0
演员和司机都是一份工作，谁都不应该受歧视！ 大清都亡了还戏子车夫真是受不了！林歧视车夫不对，演员是戏子，不配喜欢这种观念也是醉！ 别一边说着凭什么歧视别人职业，一边又说着歧视的话！ 别来我最讨厌种族歧视者和黑人的笑话！,60.0
雪崩的时候没有一片雪花是无辜的，黑人学生的邮件不过是暴力的延续，愤怒的宣泄，与打杂华裔店铺性质是一样的，是政治地位无法得到平等的社会代偿，你说他自私奸诈贪婪爱占小便宜，但是这是谁造成的？是暴力执法，是阶级压迫，,80.0
你就说印度强奸率高是不是事实了？你家是开帽子店的嘛？动不动给别人扣帽子？这就是别人本地的印度人做的，难不成找的群演演的这么如狼似虎的？你要笑死我。 在印度待过你倒像是另外一个答主说的一种人了。,50.0
其实你不知道日本人素质普遍都不高，只是日本社会氛围压迫他们必须伪装自己，我在海外遇到素质差的大多数是日本人，韩国人。因为他们知道，无论他们怎么做，他们都会被认为是中国人，所以无所谓，在西方人眼里，黄种人就是中国人。,50.0
是啊，中国的父母，尤其是重男轻女的家庭，大多生孩子是为了给自己当奴隶！将来还生怕自己卖亏了！所以只能逃…我父母也不承认对我做过的恶事，只说：我生了你就是对你的恩，要感恩！可是真的很想说：这是我最不想要的，宁愿不存在.现在只能努力活着[红心][红心][红心],50.0
有法律依据吗？开玩笑袭击，没有刑事、行政处罚的，凭什么“处罚为”去哪都要报告公安局？一群斯德哥尔摩综合症 乌有之乡那么多扬言杀右派的，怎么从不去管，网上还一堆灭绝台湾人的喷子，有人管过吗？,50.0
1.美国华裔怎么样，这不是中国人能管的。2.中国人在自己国家就这样被歧视了，事后也基本算是大事化小，小事化了。3.换个角度想想，如果一个中国人在美国，说自己是中国人，所以随便骂美国人，那后果和代价是什么呢？,50.0
