text,hate_score
我也不想刻板，但这确实是普遍现象，说实话我接触过的河南人都不错，天天跟农民工在一起就会觉得偷井盖，天天没事看直播的都觉得东北人喊麦，幸存者偏差么。我这也算接触大学生研究生，他们都这样了，那下面不更…,50.0
"""不是，中国人叫日本人""""鬼子""""和日本人叫中国人""""支那""""是可以拿来让我们""""将心比心""""的吗？我请问某些人我们为什么叫日本人""""鬼子""""您不清楚吗，您学过历史吗？还有什么""""仇恨教育""""，呵呵。对对对，全世界您最开明仁慈不记仇了，您真棒。""",50.0
不要看到“地域黑”这个字就杯弓蛇影，现在河南人好像特别在意这个，所谓的“地域黑”肯定是有原因的，当看到自家所在地区有一些负面影响时，必须要反躬自问。试问一下，江浙地区和河南地区的人，哪个地区综合素质高？既然事实存在，就应该正视，虚心接受一下。,50.0
没证据就报警举报太浪费社会资源了吧……原来在你眼里只是卖个可怜就可以糊弄过去的事？[思考]而且这件事跟他是不是黑人没太大关系，无论什么人种、无论哪国人，只要侮辱中国就不可原谅好嘛。他辱骂中国人，,50.0
说的是个屁，就台湾省的老百姓看重信用，全国其他省就不看重了？！信用和支付方式本身就没多大关系，你们省落后就是落后，不愿意接受新事物这是事实。我们有句话叫，好借好还再借不难。与钱打交道本身就是和自身信誉挂钩的。,50.0
还歧视我们新疆，主要是很多人默认新疆人=某族人，我新疆汉族，每次听到其他省人说“新疆人爱偷东西”“新疆人动不动打架”“新疆人野蛮”“我看到新疆人都绕道走”的时候，我知道他们说的是某族人，但还是觉得有点不舒服,30.0
我河南的 我像看一个外星智障一样看着你 还复兴？教育水平？对！你讲的对！ 河南人口1亿多 只有一所211 连985都没 操得嘞！去年111计划河南入选了一所 对 没错就是唯一哪一所211大学。。。。,50.0
只能说亚裔走到今天的地步是自作自受，活该!不止在美国，世界上有华人的地方，欺负同胞，互相攀比明争暗斗，你不能过得比我好是大多数人的做法。华裔从来不是一个整体，而是互相打压各个团体水火不容的怪圈。在外人看来却毫无存在感。,80.0
你去拿实际行动反对他们啊，现在全世界都在走向民族主义，冲我们吆喝算什么理性客观。而让国内越来越有民族主义倾向的是不公平的政策，是美国红脖子领袖发起的贸易战，是香港台湾人自以为高贵的歧视与反华。所谓理中客屁股在哪里自己清楚,80.0
审美观的问题，中国女人自己都不自信，别说别人怎么看了。漂亮的头发非得染色烫卷，自己天生的样子不好看？选个粉底跟自己脸的颜色差别巨大，就不能选个跟自己肤色接近的？更有甚者会去整容，鼻子垫高了，,50.0
我之前也想回她这个。 黑人那个歧视是纯主观的，艾滋虽也有部分属于认识错误导致地主观歧视，但艾滋的危险很大部分是纯客观的。 但一想到在另一个评论里遭受到的麻烦，我就觉得不想回他了。 果然大家可以明白这之间的差别，不用我多与他纠缠。,30.0
我福建的，本来因为水浒什么的，对山东印象还不错，豪爽大气。自从隔壁宿舍整天两山东的动不动对我吹，俺们那礼仪之邦，你们那南蛮之地，再加上两人身上确实散发着浓郁的保守气息，从此对山东人没好感～,50.0
