text,hate_score
这番言论让我想到了现代男性大多不愿意与法律行业女性结婚的原因就是怕女性更能够提前想到用法律维护自己的权益，包括防止婚后被转移财产、婚后被出轨却拿不到孩子抚养权等等，聪明的女性总能够防患于未然，我还是比较赞同的,50.0
在这种情况下，营销号反而是把女性放在了弱势方，认为女性的财富只能通过男性才能获得，女性依附于男性。真要平权，女性自己也能创造相等财富（不存在职位上升阻碍等），不能强制要求男性的财富多于女方，男性不用一人背负“房子车子票子”的重担，完全有理由要求女方一同承担，其实平权也是在解放男性,50.0
"""""你自认无辜被连累了，女性还无辜被杀呢。你让女性谅解你，那又有谁来保证女性的安全？既然都是受害者，你咋不去问责那些连累你的人，来这委屈个鬼。卖惨也得找对地方，“你们女性只是被杀了而已，可没杀人的男性可是被骂了呢！！”",50.0
"""""反婚反的是私有制，婚姻制的根基是私有制，木大妈自己未必心里没数，但她一肚子坏水，故意只说五分正确的东西，然后再掺进去一半她自己的私欲和戾气，夹带私货销售出去，能收割一大批像你这种没脑子读书少骨子里没自尊的奴隶胚，她自己当个奴隶主蓄奴。当然了你的奴性也是男权私有制社会一早就塑造好的",75.0
说的很对，我是女生但是我很赞成你说的。现在很多女生都是打着女权主义的幌子争取高于男性的权利，说什么都是对的，做什么都是应该的，要么就是拿生孩子来说事，我就纳闷了，生不生不都是自己的选择吗？还能逼着硬生?,50.0
我是女生，我非常同意这个观点，我认为正常的女权就是追求男女平等，而不是女性至上，现在好多女生思想都被洗脑了，觉得女生做什么都是对的，女生就应该怎样怎样，打着女权主义的旗号追求高于男性的更多的权利。,30.0
看到不少女权主义者都是被男人伤害或是拉拉的，这都可以理解，也有某些女生被人鼓吹女人没地位遂她们也成了女权，女权这个东西是个独立意识形态，指导女人行动的标尺，但这是中国啊，有上有下有左有右，提高自己意识就行了，最好别整成“女权”口号——人都是平等的。,50.0
女权婊，是懒惰，垃圾的代名词，她们想享受富足的物质生活，又不想吃苦，现在多了一个不生小孩，是对国家和社会的不负责！自私自利，而且崇洋媚外！她们没有尊严，没有人格，有的只是被欲望控制的一副皮囊，以及不知所谓的优越感，从来不会想要是他父母不结婚，哪里来的她？,75.0
能独立经济生活和思考的女权斗士无可诽谤，她有资格争取。可笑的是靠男人养活屁本事没有只会叫唤的寄生虫。微博里拳师十有八九都是未成年或者嫌弃养活了自己的男人。有些人还堕男胎，真不知道没他爸哪来人养活她，哪来的她喊着女权,75.0
是的…一次会议的晚餐聚会上，一个(还是北欧的！)男教授就提起他每个夏天都要带自己的研究小组在某个海边小屋闭关做研究。他就觉得一组里面只有一个女生(即现状)的情况很不方便，还要担心她的男朋友会不会介意，继而对招女学生有些犹豫。当时听了就觉得很不舒服，但还是懦弱得没有回怼…唉…,50.0
