text,hate_score
哈，中国女权除了会“矫枉过正”，没想到还会说别人“以偏概全”，你看到的完全是因为你圈子low，这招多谢赐教，下次不管你们女权是遇到了直男癌还是“直男癌”，我也统统认为是你们的圈子问题 可以吧,50.0
不是他不慎重，是目前台湾资本就是这么恶心，他们会提前和制片方签协议，再找大陆影视公司投钱，由于提前签了协议，所以台湾演员就必须是主角，大陆只能是配角，即使大陆投的钱还占大头。当初赤壁就是这样的,30.0
我的三观还是很中立的，对于歪果仁，主要还是看事情，但是对于黑人我就极端了，我们中国女生大部分都被那些easy girl带翻了，你知道我上次出国一个歪果仁怎么说的嘛？说我们中国女人基本都是公交车，还用挑衅的语气说的，我听着就很气,80.0
二手和服务好有直接性关系？我按新品价买的新品你给我二手，本来就属于三包范围内啊，不给退我可以直接告你……你这样洗就太强行了。 二手本身就是很恶心人了，我买个耳机，耳套人家塞过，说不准还有潜在质量问题，这都能说明服务好（黑人问号？？？）,50.0
你能不能有点音韵学常识再来说话，又一个人拿洛阳珈蓝记来贬低吴人，就这么和你说吧，吴语太湖片，除了上海县，上海话，第二人称根本不是侬，真的笑死人了，自己查查再来说话。你以为江淮官话南京话好听，不同方言区听来也甚是恶心。,50.0
那只能说明你生活的地方很落后呗[思考][思考]你圈子就这样所以提升自己才最重要??因为中国还是底层多??越偏远贫穷的地方彩礼越高??大城市很少有彩礼，即使有也很少，基本上不叫什么彩礼嫁妆，,30.0
就是政治正确矫正过枉hhh，绿绿做坏事可以，你要怼绿绿就是破坏民族团结，黑人杀人可以，但你要说句黑人的坏话就是种族歧视…………周杰是非常会容忍的人，但不代表他要被林黑一辈子，林现在是恶有恶报，以后还会更惨，大陆网友可不是好惹的,80.0
美国黑人很清楚，美国是全世界吸血，华尔街吃肉，他们才能喝汤，所以黑人的暴乱和我们的革命完全不是一回事，他们不会真的蠢到把美国这台机器打烂的，所以大可不必为黑人摇旗呐喊，他们是美国称霸世界的受益者，他们搞这么大阵势，,50.0
对，我如果和你一个肤色，那我也就生个气就完了，但你要是是一个白人或者黑人，这么明显的歧视，我绝对干死你，连让你掏枪的机会都不给，我不明白为什么有人会为这么明显的歧视行为洗地，尤其是有着漫长被歧视的血泪史的华人，我看你怕不是都忘记了铁轨下的累累尸骨了,80.0
搞笑的吧，要不是因为河南没有一所好学校，会给郑大211的名分?要不是因为河南人口多但教育水平低，会给它双一流的名分?云南大学，新疆大学不也都是双一流，211吗，那又能怎么样，先成为211中的巨无霸再说它有多强吧。,30.0
杰西欧文斯和汤米史密斯还都是奥运冠军。结果呢？一个在罗斯福那的待遇还不如希特勒，回国被迫跟动物赛跑糊口，另一个赛后立马被指责是纳粹化身，支持暴力。。。。 你背后没人支撑着，你再厉害人家也歧视，你看现在还有有头有脸的人敢在美国公开歧视黑人,75.0
“，中国男人不也时时拿国外的审美标准来要求中国女人吗？大长腿，肤白，眼睛大，双眼皮，睫毛长” 听说过温泉水滑洗凝脂吗？呵呵。您就继续活在自己的幻想里吧。难道唐代就用外国人的审美来要求中国女人了？ 女权没问题，女权癌有问题。,50.0
如果有个上海人把上面这些理由套一套发表一个上海话宣言，绝对要被知友们往死里喷排外，特别会针对那条”用人单位还会考虑你的上海话水平“ （说真的，在上海的确有时会的，但大家都不敢明讲），我不知道为什么会有这种差别,30.0
我看撕起来主要是因为有好多人直接说山西大学没有黑人制度吧，更恶心的话也有，拿着这个撕肯定会吵起来，两边素质都丢了都开始互相黑。一般都是山西人认为是山西大学是山大，别的地方是山东大学，很容易理解，像南京大学南昌大学一样,30.0
我说句大实话啊，即使教育资源绝对公平，完全的公平竞争下他们可能也赢不了。美国黑人是当年美洲非洲运过来的黑奴的后代。其中聪明敢反抗逃跑的要么抓不住要么被杀了，剩下的是不那么聪明的人集体留下后代。底子就不好，,100.0
你说的我并不认同，这种人心理学上属于讨好型人格建议去看心里医生，还有看看美国历史，排华基本每隔段时间就会出现，歧视本来就一直存在，黑人争取到地位与同情，了华人就要去迎合什么道理。在国内很多人就爱跪着国外也是这样，,60.0
得了吧，把欧洲人逼疯了，白人杀起人来，直接开流水线。二战才结束几十年，没人会忘记这群疯子是怎么杀人的。黑人，中东人？他们有能力造枪吗？未来人口实在太多的时候，生产力又没足够发展，那么就要腾出空间了，那么谁来腾出地方呢？,80.0
是的。比如他说的“难道黑黄混血我还要补一半吗？”明显就是嘲讽。因为美国的政策实际情况，并不是黑黄混血就不受歧视。而且很多黑人是奴隶主强奸女奴留下的后代，他这样说有嘲笑别人不是“纯种黑人”的意思。,50.0
百度xx吧，一般都是外地人想在当地找老乡才会去的。 所以上海人就看不下去了，在上海吧和外来人员来源最大的某地区人展开了骂战。 苏州完全没有上海这么大的实力，而且性格也比上海人温柔，肯定骂不过某地区人。胳膊拗不过大腿。,50.0
楼猪你自己打自己的脸，你看看你发的资料，里面明确说羌人是皇帝子孙，夏商周人的堂兄弟 意思就是内战牺牲品，但是把高加索和北亚人，南亚，黑人排出在外，你是痴袋加弱质加沙壁。尴尬了，太尴尬了，赶紧狡辩。,75.0
云南白药是最大的一个笑话，所谓国家保护配方结果到了美国印在包装上随便卖，因为只能当保健品，压根不是药。你这种“中医”最可怕，一点科学素养都没有。说动物你还能犟嘴，来，微生物你给我解释一下。,60.0
因为最初的歧视，导致了犯罪率身高，因为犯罪率升高导致了害怕，又因为害怕而过分警惕，最终导致了普遍的不接纳，但经过六七十年的时间冲刷，好多人都忘了这件事最初的源头说到，哎，那怎么能叫歧视呢，是害怕，美国白人怕黑人，我的天。我觉得亚裔就缺一个马丁路德金,60.0
呵呵，那女人呢？？？中国男人赚钱养家吧，你们说这男人不顾家，顾家吧，你们又说这男人吃软饭，你们这田园女权双标玩的真溜。再说了，你从哪里得出中国男人对不要彩礼，不要车房的女人不珍惜不善待了。你能证明吗？上来就说男的不好，屁股都是歪的还好意思批判别人。,60.0
即便是正常言论，但时机不对。我觉得作为美国人的杨安泽感到是亚裔而羞耻很正常，但他在这个时候跳出来说这话很不正常！亚裔在美国政治体系就是边缘化的存在，他越这样，其他人越歧视亚裔。反正不是我们中国人，,75.0
“有这回事？”--有没有这回事你自己调查下不就知道了^_^，知乎就是个很好的开始。“我咋没见有男的哭着喊着求男权啊”，我也没见过男的哭着喊着求男权，他们喊的都是“女人要骑在男人头上拉屎啦”“中国男人太没地位啦”“中国男女太过平等啦”“女权癌！”Lol…,50.0
你的评价很真实，我真的觉得大陆人太天真，把香港台湾当同胞，然而我在海外，骂我们语言最恶毒的，最歧视我们的，最希望我们死的，就是香港人和台湾人。我在国外这么久，其实没被白人歧视过，因为他们怕被安上种族歧视的标签。但港台人的嘴甚至手从来没停过。,80.0
恕我直言。。。这破广告的意思就是：白种男只要两瓶水就能搞定一个EasyGirl，最后EasyGirl埋首在白种男怀里的恶心笑容和同人本里面的阿黑颜简直一样一样的。女主要是换成黑人弄到美国去播放，黑人分分钟就上街烧车你们信不信？,80.0
是吧，大家都懂。没任何证据说是同一波人。这就是部分知乎男抨击男女不该平权的逻辑 举例“警察 消防队都是男的”“女的又要嫁妆 又不生孩子”“给歪果仁当easy girl 还瞧不起国男。”黑人问号脸。全部混淆。,50.0
天啊！！！同款爸爸！！我爸简直是大男子主义+死直男癌。我爸算是蓝领，工作强度确实大，但也不是天天都要，一个月工作十几天到20多天，有时候一个月都没有活儿干，天天躺床。而我妈一年365天全年无休，,50.0
实际上日本歧视更多的是尼泊尔越南人中东人，中国人除了讲话太大老粗的不怎么会日语的，正常不会被歧视，肤色都一样只会表面夸你日语好，你要非说他就是歧视你那我也没话说，但是日本人喜欢保持社交距离，,30.0
你这套柔的只是正好赶上那三个厚道而已。标准对策是做出一副憋得激挠的特别想找人打架的表情瞪着丫们，用粗哑东北话拉长音：借——光，再大声嘟囔补枪：占几把象眼上。只要你显得很彪，除非对方更彪，都不会在客场跟你为了挪屁股的事刚正面。,50.0
其实感觉这不能算性别歧视，是那些女拳太想要性别红利，一看到真正的独立女性就眼红，就必须得找点儿毛病出来，好不容易找个“毛病”出来不得好好做做文章吗：“你们看，她独立就是人设，真正的女权就是不婚不育，,60.0
民间贷款只是商业贷款的补充，虽然是高利贷但比商业贷款高有限的，山东这个纯粹就是黑社会，现在交通方便内地地下赌场早转移到国外了，这种形式到这个年代还能存在，保护伞和这伙计真是蠢笨，明目张胆的纵容黑社会，领导捞钱的水平真低。,50.0
哪哪看到的都是东北人，然后对东北人提防一点难道错了吗？最厉害是你稍微谨慎一点他觉得你歧视他啊！吓得你赶紧发货顺带晚上躺在床上强行给自己灌输东北好人多，哪都有坏人三百遍，接着遇到类似结果。完了我还是不能说，一说就是地域黑。还是绕路走吧,50.0
没充分了解就哗众取宠，美国警察拔枪权利主要是枪支泛滥的原因，中国禁枪的大环境下，袭警也不会有生命危险，即便是香港日本也是如此。动不动就击毙很威风？流氓就该击毙？？像答主这样的第一个该被击毙吧…,50.0
那官员就是为了逼迫妇联硬给他们一黑锅的，后面连监狱都建好了。就是请君入瓮。至于叔叔那逻辑可能跟当时的环境有关，后面看了一下92年美帝自己爆发了黑人运动。就是说一个黑人小伙被白人条子活生生打死了结果条子无罪释放，虽然小伙好像是在犯罪,50.0
文章太长了，好不好看，说基因造成，就太扯，其实也就是审美习惯而已。一个漂亮的白人孩子从小放非洲黑人地区成长，那么他估计也是喜欢黑的，对自己白白的皮肤感到“无地自容”！所以，总体来说，我个人并不觉得欧美人好看，,50.0
黑人不是人系列又来了，你幻想自己是白人站在白人的角度说话么，如果黑人出生就有像白人那样的大片农场他还会走上犯罪道路吗？黑人的祖先是被白人农场主的祖先买过来种地的，奴役解放后他们没有土地，没有资源，,50.0
是的啊，回国发现，怪胎也是比比皆是，盲目自信天天觉得中国世界第一的，天天喊着杀回东京强奸日本女人的，还有那么多重男轻女遗弃小孩的，各种河南偷井盖地域黑的，天天喊着越南猴的，两边国民也就彼此彼此嘛，虽然国内吃的还是好点~,80.0
中国教育资源的差异化，是重要的一个原因 单纯的归结为三本专科学生不努力，就应该被鄙视的这种说法，不敢苟同 河南等省份考生，没上好一点的学校是他们不够努力吗？ 楼主一副小人得志的样子，真是令人有一种遥远的恶心感。,50.0
LGBT能引起白左注意，没gay的身份更糊。 卡美一个歧视黑人，到处得罪人，而且团体出道，tweet粉丝1200w左右。。。 就和抖森一样，本以为能让霉霉带一下热点，最后还是糊了一脸。。。,60.0
河南妹纸电话跟自己爹吵架，张口闭口狗日的，狗东西，你去死吧，出门儿被车撞死吧等等等等，挂完电话之后骄傲的对我们说你看我爸对我多好，多宠我，我敢这么骂我爸，你们敢这么跟你们爸说话吗？我：mmp....,60.0
总结来说真的没优势，无论是皮肤，体力，五官都被黑人或白人比下去。至于智商，感觉还是白人厉害。当然，也可能是我们智商高但是因为教育失败所以被埋没了。当然，你们如果真的要拿民族精神传统文化这些东西来说的话那也就呵呵了,75.0
“都什么年代了还被黑人语言肢体暴力，笑死我了”。那你慢慢笑吧，这位亚裔，但愿所有亚裔都与你一样自信爆棚，与你一样鄙视黑人，那么被黑人打砸抢烧时可以高傲地想“没事，本亚裔阶级上鄙视你们黑人，你们要打就打吧，,80.0
外国人新冠疫情歧视亚裔你可没说什么，佩洛西说香港是风景线你也没说什么，现在这样了谁不知道就是看笑话一样，仅此而已嘛，战略上藐视敌人，战术上重视敌人，不是别人说自己了就从自己身上找毛病，而是怼回去，,60.0
我记得看绿皮书的知乎评价里就有说过黑人如果不犯罪他都不知道自己是谁，美国的黑人和非洲的黑人两个概念，美国的黑人没有文化的根，他们的文化全是底层文化，意味着如果一个黑人要成为上层人他就得表现的不像黑人。,75.0
穆尼尼奥是有多傻逼会来中国队啊！大巴黎早就等着他呢，穆尼尼奥在曼联不会超过3年，超过3年你来安徽合肥，我带你免费玩1周，保留好这个信息，到时候欢迎你打脸！ 狗日的足协改革都是忽悠，青训体系一塌糊涂,60.0
黑人、俄罗斯姐的问题就在于Calvin以如此惊人的速度壮大，他们还各种误判。什么上帝视角，都知道calvin一旦进舱死路一条，连武器都没拿怎么杀？不过你的答案出发点是好的，这条评论里骂人的那个怪人就太无聊了。,50.0
上海的司机才是可恶的，不排除有好的啊……一直知道德行差，所以租车，那天要去机场，只能打车。当时叫车，他说只收现金，就给他结了，一下车又说没有收啊，要手机结。赤裸裸的骗人有木有！当时就投诉了，可后来忙也没顾上看钱回来没。,30.0
这活该啥？前者除了黑人纯粹的坏以外，小姑娘遭遇这么悲惨的事儿也是因为咱们中国教育的缺失而导致的，缺少自我保护意识，受害者怎该受到谴责？后者曹先生被这个女人坑的体无完肤，家里独子没了，老太太怎么活？,50.0
