text,hate_score
‘’其次，你这类人是最恶心的，喜欢拿别人名字或者昵称来反驳他的观点，见个人叫杨伟，就觉得他阳痿，见人叫范统，就觉得他是饭桶‘’自己打自己的脸吗 别人叫郑成功就要去管理台湾了？ 我劝你还是多反思一下为什么所有人都是在喷你的吧,60.0
在福建15年的人表示，有句话非常有道理，是这么说的：好男不娶福州女，好女不嫁莆田男。在我们心中，莆田人不靠谱骗子多假货多，安溪人也是骗子多，福州女特别懒，都是一直没有改变过的印象，接触了之后更加认可这句话。,80.0
就是因为以前不敏感，所以21世纪过了快20年了他们还敢辱华，甚至都敢在奥斯卡上辱华。要论敏感，中国人因为文化原因，绝对算倒数的，现在还轮不到说中国人敏感的程度，等什么时候华人的地位和黑人差不多了再说敏感也不迟,60.0
这不就是地域黑的操作么，只不过反过来。我们这里对山东人的评价就很不好，因为我们这是山东来的移民很多。可能因为山东人比较粗犷所以和本地细腻的民风不适应。当然了，这样的地域黑是不对的（求生欲）。,50.0
作为河南人看完回答自己笑起来然后很愉悦的来看评论的 如果回答属实确实觉得惭愧 并不是因为骗 而是为同乡的智商情商 一兜生玉米和熟玉米成本对于开着炉子烧着热水的小店来说差多少？为这个骗人真是让我这个大骗省的人惭愧 哈哈,50.0
黑人说唱一堆脏话，而且歌词多数粗暴蛮横，弥漫着各种歧视与暴力，都是骗英语不过关或者品味低俗的人。黑人说唱在我看来就是“听个响”，哪个喊得大声哪个就火。中国有嘻哈这节目，一听到嘻哈，就感觉跟黑人说唱有关系，然后一点儿也不想看。,50.0
黑人闹下去没什么大作用，对美国来说不痛不痒，有人说动摇美国国本，纯粹是扯蛋，黑人闹事最主要的两个明显特征，第一，暴力，第二，没有政治诉求，这两条决定了他们的高度，如果他们不提政治诉求，只打砸抢，那永远都是这样，只是打砸抢，,50.0
可能真的在老一辈因为接触了较多的外来务工人员才会对这几个地方的有偏见和排外吧。。。不过在婚姻上，浙江人的排外，至少我接触的大部分浙江人的排外都是AOE。。。哪怕是省内不同地市的都可能会被嫌弃。。。我也很绝望啊我喜欢的小姐姐是江西的T_T,30.0
不得不说在持枪和自卫上华人还是要大大的向韩国人学习的。以前看到说法是黑人暴乱那天韩国人在韩国城组织了大量持枪兵力，甚至有在楼顶埋伏的狙击手，把那天想到韩国城抢劫打砸的黑黑打得服服帖帖的，自此以后再有没有黑黑到韩国城捣乱了....,75.0
首先评论要经过你的筛选？因为你知道会被喷。黑人什么时候要背这个锅？我只知道男同性恋感染的几率会更高。不懂不要随意回答或者误导别人。如果有证明黑人增加感染艾滋病感染率的，请用有力的证据证明。别一天瞎带节奏,50.0
中国制度怎么对待女性压迫了？呵呵中国传统无非就是重男轻女，据我观察母亲更容易重男轻女，你结婚以后对你女儿好一点不就好了？五十年代教员就喊出，妇女也能顶半边天了，还搁着国情呢？我举例确实不对，因为美国黑人确实被压迫了，被奴役了，现在还是没改变,50.0
我觉得这个问题的问法让我不太舒服，但看到题主的简介没恶意才松了一口气，自信点，什么叫有哪些好的方面，有什么的值得拿出来说说的不好方面吗？我到现在都不太理解，为什么会有人黑东北，招你惹你了？东北欠你的啊？整天在网上哔哔,50.0
这种傻X还是不少的。曾经请一个四川的朋友吃昆明的小吃，吃的时候就各种打击云南人做的东西太难吃了，比四川的差远了 还不如她自己做的，哥吃了一半实在受不了了，站起来就要走，她才起来拉我道歉。美其名曰直爽，我看来就是情商低，没素质,50.0
出房出车出天价彩礼请个小仙女回家供着，要求享尽所有女性特权也就忍了，完事贬低中国男人配不上中国女人。号_召男人们从传统婚姻观念中解放出来，别当婚姻供养者，去责任化，学习欧美性_解放，提裤子就跑，,80.0
说你人品差是因为你谈了演技？这种逻辑也是令人上头。 难道不是因为你不了解事实或者刻意不去了解事实，联合抹黑的人，一口一个客观评价地抱团网络暴力？ 对了，下次记得在阴暗的角落抱团取暖哦，下次这种杠精评论见一条删一条，看着都让人冒一脑袋黑人问号,80.0
你一直说白老太不针对任何人，他要去烧大汉之风的房子，是不针对任何人吗？你说你没有骂人，我说我看不起黑人，你马上替黑人说话并且骂我“人家还嫌你短”。你昨天的事今天就忘，拍拍你自己的良心啊，你还不承认你记性差？,50.0
你是读不懂最后一句话吗？还发个状态。拿你自己前男友的亲戚这种个例来黑山东重男轻女。拿自己那点见识，理所当然当全部，真是无知。我就想问你，你凭什么说山东重男轻女，请拿出点证据来，可千万别用你什么前男友来说事。,50.0
您这哪里是瞎说呀，比我这东北人看的深刻[赞同]真的受不了有的人歧视我们这里，说东北人都爱直播喊麦啥的，虽然我也不喜欢这些，可是我知道，如果不是为了生存，谁愿意丢这个人？地域黑的人真滴没素质（我们东北也有这种人[捂脸]）,50.0
所以囧司徒扣扣熊这些美国左翼名嘴上一分钟骂白人歧视黑人或者穆斯林，下一分钟骂低教育程度低收入白人是坏蛋。一点也不奇怪。因为仇视和歧视是不一样的。这个世界形成了这么一种意识形态，允许仇视，不允许歧视。,50.0
谢谢亲别说了。。。喷得我拉黑不过来只能删了，因为闲鱼上北京卖手机电脑的也几乎都是骗子，我北京的被说不要买觉得没啥才这么说的，没想到广东说不得，我是长一智了，又不会再骗到我，别人爱买不买我招这欠呢,50.0
名校自然是掌握在有钱人手里，比如黑人明星的孩子自然也不会上差校，这有什么奇怪的？ 最重要的是黑人社区提供不了“合格的”教育，和安全的环境。 社区建设不好，治安环境差，同时民主党政策把黑人的福利绑定在黑人社区，导致有心改变的黑人根本无法改变。,75.0
为什么？我跟你说为什么！因为黑人的犯罪率高，这是对他们的刻板印象别的不说，想想0元购但一码归一码一个说他们的法律，确实是这样二个就是这个人应该是无辜的但是就这样就罔顾事实，上纲上线两个警察？不不不！这样好吗？这样不好！,75.0
不必秀什么哀伤，想想欧洲的难民，再想想广州的黑人，每每谈及哪个不是咬牙切齿，怎么对这些人却抱持怜悯了呢？偷渡乃是世所共知、世所厌恶的犯罪行为，其所带有的死亡风险是犯罪的“成本”。这种怜悯极其廉价而无用(当然这个前提是真的怜悯，而不是扮个理客中洽点人血馒头),50.0
北欧中欧南美黑人澳洲人，乃至美国各个州，说英语谁没口音。口音目前已经是是族裔的象征之一，看不起自己的口音是什么意思也就很明白了。 所以拿口音说事的都是蠢B，比如一个中国人去学什么伦敦腔，就好像一个黑人一嘴咖喱英语一样可笑。,50.0
我河南的同学和我们唠过，说那地方讨生活太不易，大家只好背井离乡，乱七八糟的道道也都有了，另外河南人讲话太有特点，不像很多地方骗人了别人不知道是哪里的……另外说一句，这同学当年刚来东北，被骗了好几百……,30.0
很多时候不是歧视，而是大部分黑人不能理解唐雪利的用心，看看他们的行为，歌曲，女人，毒品，钱和帮派，就像野兽一样毫无素质可言……如果他们中大部分人都是这个样子怎么可能不被歧视？和他是们什么肤色什么长相一点关系都没有,80.0
那只能怪张学良太废物了，怪不了东北人。解放战争，林彪四野横扫天下。别的不谈，东北人干架那是真猛，真干，狠。跟我们南方打架嘴炮真不一样。妈蛋我在老家打架就是人对骂，在东北那可真是一言不合直接开干。你瞅啥？,50.0
