text,hate_score
历史不能忘但现在很多的中国人真的很认人作呕，不知道是哪学来的爱国理念？很恶心。承认事实难于登天，苹果7对比华为mate30P（流畅度差不多）他们就非要在底下评论一个啊为了爱国我愿意等那几秒，,50.0
严重到绝大多数女人潜意识里认可性别歧视，或者压根没意识到性别歧视的存在。发生在生活中柴米油盐的小事，她们压根不会想，“如果我是男的，待遇是否会不一样”。然而性别歧视就存在并延续于这些无处不在的生活小事中。,50.0
这种奶奶真是傻逼。再说句不好听的，生孙子也是人家爷爷的种，和你有个毛关系。真别太难自己当盘菜。你也是个女人，照你这种思维你家生了你等于断子绝孙了。重男轻女的男人我可以理解为传统恶习作祟，重男轻女的女人简直就是不拿自己当人，犯贱。,80.0
“那天我碰到个北京骗子。” “哦。” “那天我碰到个湖北骗子。” “哦。” “那天我碰到个河南骗子。” “卧槽你怎么能黑河南人你怎么能开地图炮你怎么能搞歧视毕竟是中国人劣根性只会内斗......”,50.0
这句话从何得来？每个国家都有不能触碰的言论底线，我在韩国，你认为我可以随意的在任何场合说我支持 ？还是在美国可以说不喜欢黑人？言论自由不是让人张口就说，你要搞清楚无底线的自由言论在哪都不成立。,60.0
奥巴马就是黑白混啊，除了五官之外，都跟黑人差不多。还有，黑人不管和哪种人混，头发一定是粗短卷，这是黑人最明显的特征。 其实美国白人眼里黑白混，黄白混应该都不好看，黑白混像黑人，黄白混像黄人。美国白人应该觉得和欧洲白人混最好看。,75.0
暴力机关就是暴力机关，不容侵犯这代表法律尊严，用所谓的自由抵抗警察和法律，那不是明摆着要黑人去死么。不谈歧视问题，好吧就是美国种族歧视，白种人每天看新闻播放，黑人在警察执法过程中不予配合，,75.0
？我上面的评论不是回给你的好吗我的天啊……真是醉了 我回的是评论里面那个魔仙女王啊……你回的这都啥啥啥真是……要不是她突然跑进来说什么知乎高贵乱黑人谁爱更新这个答案啊 大家每天都很忙的好伐 莫名其妙,50.0
美国黑人要的不是平等，是特权。从公开得到的信息来看，在美国对黑人的确有歧视的现象，但也没严重到集体零元购的地步。总有美国警察暴力抓捕黑人的视频放出，但抓捕其他有色人种和白人的难道不是同一套流程吗？难道黑人犯罪就不能抓捕？,50.0
人不是机器，碰到事情都会理智，假设正常黑人，莫名其妙一群白人警察过来搞你，经常这样，抗拒尤为明显，视频中无论多么加持，都罪不至死，无论是吸毒，用假钞，诈骗等等全部加持，当场致死，暴力执法不为过。这是最理想的逻辑之一。但是，,50.0
我错了，没有照顾到，应该在辱华后面加个注；结合上下文语境，意指“乳滑”，表示此演员太丑，剧情太傻比，导演选个亚裔就算了，选个这么磕掺的亚裔是不是想辱华（此处有笑声），并不指代：1.这演员是华人（我tm不知道她是哪的人）2.我的爱国心受到了伤害。,50.0
所以，是谁创造了这么个警察要随时小心枪击的环境？是谁让黑人接受不到良好的教育？是谁让一个有多次前科的人还能出狱而不是在监狱里待一辈子？是谁放纵贩毒使得他接触到毒品？这些人活得好好的，民众自相攻击。哎，,50.0
我个人觉得我们现在最大的问题还不是种族歧视严重，而是一方面歧视其他人的同时另一方面还跪舔英美白人，注意是英美白人不是其他白人，总之就是自己能和英美平起平坐其他的人包括其他白人都是该被歧视一样，,80.0
重男轻女的那些人读的书都读到狗肚子里去了。观念是一方面，另一方面你起码明事理是吧？男女都是自己的骨肉，还他妈自己去分厚薄。重男轻女让人讨厌，女性的重男轻女的观念更是让人觉得恶心。说重一点，重男轻女的那些女人，就他妈根本不配做人,80.0
对，总是对我们有偏见，有什么都怪我们，不管青红皂白，河南人可能素质不高，但是不要把什么错事都往我们身上推，有些没做过的也往我们身上泼脏水，以为自己做的丑事没人知道就洋洋得意了吗?还好意思地域歧视我们，我是真的服。,50.0
一个在上海长大的浙江人对上海的感觉，这个城市里有有一小部分人，非常排外有些有着异常的优越感，严重影响了上海本土形象。打开新闻上海板块评论，地域歧视格外严重，总能看到很多人张口硬盘，闭口盘盘。多希望这样的国际大都市，排毒不排外，排外毒，也拍内毒。,50.0
这些人我感觉只是一部分，实际上讨厌中国人的日本人更多。日本很多网站上各种调查结果都显示日本人不喜欢中国人，认为素质差。还有很多日本人在网上说觉得中国人ex，看见就想呕，想让中国人都去死什么的。,80.0
不同意。黑命贵何德何能比肩义和团？中国革命者毛和孙是如何评价义和团的？义和团组织再松散那也是有组织，脑袋绑在裤腰带上反殖民，黑人呢？ 黑人一直在被殖民，黑命贵无非就是祈求白人老爷殖民的时候多赏碗饭而已。,80.0
某些国人叫着不能种族歧视黑人，殊不知你自己就是那个被黑人种族歧视的对象。因此在叫着不能对黑人种族歧视前，先想下自己有没有这个资格。一个被黑人种族歧视的对象，居然叫着不能种族歧视黑人，这是有多么的可笑，,80.0
我知道，就是需要一个歧视黑人的案例和一个歧视黄种人的案例对比。所以，如果这事最后大事化小，小事化了，就说明NBA多么“正直”与“平权”，多么“在乎”我们中国球迷，也能看出来黄种人在美国多不受待见。,80.0
反人类？不自然淘汰就是把外地人流民赶回家去，那种月收入三万不交税的早餐店老板、装修工、外卖员，抓到一个收容遣送一个，就像美国现在做的。这样上海劳动者的待遇自然就高了，是不是排外帽子又要扣过来了？,80.0
二二八那段写的过于草率了，谈不上对台湾人民罪大恶极，那是民进党的语气。看过一些史料，一些日本浪人和皇民余孽动乱杀人，国军于是强力肃清。别说那时刚刚经历数十年殖民的台湾，就算是今天的台湾，若大陆武力收复，不搞一番整肃，他能接受管治？,80.0
有些女生坏起来比魔鬼还恶心，前女友就是这种作恶的，她对待室友对我来说有太多的匪夷所思了，分手前最后一件事是她们寝室没电了，上海，夏天，好像是轮到她交电费了还是咋的，满口答应，然后就拖到晚上出去和另外个室友开房睡了，,60.0
那请问还说什么呢？这不是开地图炮，而是第一反应啊。就算表面上不说，我们换成用“卖切糕的”来指代，我一听 也是马上反应“哦，就是新疆人嘛”，就这样。 因为卖切糕的，只有新疆人，四川人有卖切糕的吗？河南人卖吗？,50.0
老师我有个问题。就如你说的如果黑人部分进入一个社区，然后犯罪率上升了。其他白人逃离这个社区，房价降低，大量黑人再次涌入。那么这锅谁来背？中国租房子房东说了算。但是国外我记得，不给黑人租的话，,50.0
