text,hate_score
无产阶级还是什么样？我们和黑人都是无产阶级，无产阶级并不高尚也不低贱。它只是一个阶级统称，你有资产，你无论很么样的人都是资产阶级。你没有你就是无产。在清朝，外国人是怎么形容中国人的？小偷没有诚信，懒，吸大烟等等。,50.0
不啊，我看过《读者》上的一篇文章，世界各地双胞胎奇闻，就说有一对双胞胎，是一个黑人**和她的黑人爱人那个之后又被自己的白人主人强奸了之后生下来的，龙凤胎，还是一黑一白，并且化验得知，居然还是两个父亲，真是汗啊,50.0
平均相貌知乎就有谢谢，东南亚人是高颧骨但岭南人不是，华东人同样也是低颧骨，但华北人是高颧骨，您在这觉得华北人是汉人主体还是华东人是汉人主体？北方蒙古、鲜卑带来的高颧骨被你扣到岭南人身上且不论，被外族血统入侵过的华北你拿来当汉人正统岂不可笑？,50.0
摸着良心说话，中国人从来没有把他们卖为奴隶，强迫劳动，残酷杀戮，从来没有！！！ 大白猪们祖上坏事做尽，所以因果报应，良心不安！活该药丸！可我们不欠他们！ 所有黄种人应该团结起来，反抗黑人流氓，哪怕是日本右翼，台独分子，也要帮忙干架！,100.0
韩国真的超级恶心，不单单是最近的偷盗事件、n号房，还有之前在竞技场上的行为，世界性的竞技啊，他们不觉得丢人吗！原来我是：不能因为韩国有坏人就觉得韩国整个辣鸡；现在我是觉得韩国整个国家、国民都没救了，,80.0
四川人去了东北，身边的北方人都炒鸡好相处，情商高心眼大，但班上的南方女生喜欢在别人背后说坏话，看不起这个那个，最讨厌的人是同一个寝室的老乡......每次看到网上黑东北人的都觉得自己去了一个假东北 炒鸡喜欢东北妹子好吗！！！,50.0
怒赞！妈蛋，自从上次“团成一团圆润的离开”事件之后，总觉得憋着一股气。特么这帮SB欺负上海还欺负上瘾了是吧！这些外地人不愿接受上海的文化，即使来上海常驻也不愿学上海话，这些都能忍。但是特么发展到现在不让上海人讲上海话了，世界上有更不要脸的事情么！,75.0
我当时在B 站里被推荐到这个视频时，说真的，我被恶心到了。你说人家越南人印度人盲目乐观也就罢了，你说你一个中国人还专门做一个视频说越南未来可期，是不是在越南有好多房产没法转手，想在网上忽悠几个接盘侠去接越南房地产的盘？,50.0
中国没有奴役杀戮其他种族长达几世纪之久，也没有在法律制定上有偏颇之处，更没有对别的种族实行大规模的种族灭绝行为，所谓的种族歧视只不过是做了亏心事的人种的负罪感在作怪，你要是在我华夏大地上提这个，脸也是真够大的~,80.0
我以前对黑人也是很同情的，觉得他们一直因为肤色受歧视很不公平。后来我亲眼看见一个女黑人偷吃学校面包店的东西，还知道学校的小黄车很多都是被黑人破坏的，他们把小黄车拉到楼上然后丢下来，从此对他们看法真的发生了变化。,50.0
我刚开始看到她们说什么反对，我是不反感的，但是后面文案变得越来越多，那些莫名其妙的，上来就直接骂黑人的，我就疑惑了，哪群黑人说要娶你们这群跟风鬼啊？？？还有什么说什么会保护中国女孩的，就冲你这智商，保护个大头鬼哦,80.0
河南养一所211也是和人家一样的水平。还有只有一所211的省也不少，遭遇比河南差的也不少，从来只见河南人抱怨，是因为你们比较能叫？我不歧视河南人。 这是谁说的话？这会又不承认了？自己不发声怪别人发声？,30.0
我又不是台湾人，我自卑个毛线。我建议小编在写文章的时候谨慎一点，尽量别用略带歧义或者歧视的称呼，怎么你就接受不了了？说实话，你爱怎么称呼别人跟我一点关系都没有。你爱叫大陆妹就叫大陆妹，你爱叫台妹就叫台妹，你对着黑人叫尼格跟我都没关系。,80.0
真就是知乎典型的你以为。。。实际是。。。 那韩国人天天集会天天抗议，绝大部分人就是在愤怒事情本身，没几个人想那么多，有啥恐慌的啊，就跟美国前阵子黑人那事一样，大家上街还真是因为黑命贵啊，凑个热闹罢了，韩国人也只是群体情绪化的跟着愤怒愤怒玩玩而已,50.0
太假了，这种一看就是编的，崇洋媚外嫁给红脖子的可能有，和黑人上床也有可能，被洗脑嫁给msl的也有可能，毫无防备的去非洲，原始部落，真的稍微发达一点的都不割礼了，有卫生巾就没那么落后了真的，,75.0
切，啥城市？带上海节奏？十年前马路就没上海人了没必要这么阴阳怪气。CBA外援泰劳森在星巴克骂人也没见被打啊，新冠高峰期间插队的那个黑人呢？说到底不还是整个黄种人群最近50年根本就没打过这种跨人种翻身仗么。,80.0
那为什么黑人这么贫穷呢？还不式因为人种智商低下？黑人也就只能打打球唱唱歌，让搞研究不行的，智商太差。华人劳工几十上百年前不也穷的要死，还受歧视，比黑人素美国晚得多，华人穷吗？人均收入高于白人,100.0
我们宿舍一个抽烟的河南人被我我和另一个舍友一起赶出去了，那个河南人还在那装逼：我抽烟你能把我怎的？说句不好听的，穷山恶水出xx，我不喜欢地域黑，不喜欢开地图炮，但是有些老鼠屎就是喜欢给自己地方的人招黑，那我也没办法是吧,50.0
你的逻辑也是提神，同性恋乱搞是因为社会压迫？？不压迫就不乱搞了？是因为歧视所以乱搞还是因为乱搞所以被大家歧视搞清楚。怎么跟软美国黑人一样，不从自己身上找原因，有点被歧视就开始打砸抢等着被尊重？,75.0
