text,hate_score
他如果出不了国的话，确实亚裔被歧视和他没有一丁点关系。。。 人终归是自私的动物吧，许多对此义愤填膺的人，确实都有出国的机会也就是“被歧视的机会”，而许多对此无感甚至说风凉话的人，基本都是不存在出国机会的人，屁股决定脑袋。,60.0
nigger源自negro（西班牙语意为黑色、黑人），本身是中立的词汇。但是在大量黑奴被贩卖到美洲之后，nigger被更多西裔或葡裔白人农场主以轻蔑的方式使用，因为与黑人被长期奴役的这段历史紧密联系，nigger便渐渐成为一个对黑人的极端恶劣的称呼。,100.0
虽然偶尔会觉得答主的犹太人阴谋论有点过火，不过这次恐怕还真是Neil Dickman 这个犹太佬的全责，犹太教教堂没有敌人不会被攻击，恶臭的密集lgbt背景和亚裔歧视，整个工作室对于犹太教文化和白左文化的恶性狂热。。。。。。,50.0
您是真的牛 我是真不明白 您这样的键盘侠 怎么把手也伸到知乎了 如果你觉得看不惯 来我回复评论什么？不是自找没趣么 物以类聚？您高等教育？您top10？您月薪过数万？理性看球就好了 你黑人家又不会少根毛 您说 是吧？,80.0
我就想问警察呢 这么大的骗局还举行比赛还去北京还一大堆监考一人一个还tm要家长钱还tm自己傻还不够还tm要孩子们跟着一起装傻还tm挂着横幅口号搞得人模狗样的 求求暴力机构让这群骗子什么tm叫做暴力好吗？,50.0
中国人不倾向于反抗不是成为种族歧视受害者的原因，请指责加害者的愚蠢、恶毒、懦弱、欺软怕硬，而不是收到不公平待遇的受害者。我相信和平、儒雅、安静的中国式性格具有未来性，那些聒噪、纷争、势力的西方化人格才是要被未来淘汰的。,75.0
这还真不矛盾，我留学的时候，从公车站回住处的路上，经常有开车的种族歧视者看到亚洲人在路边走，就按喇叭吸引我的注意，等我看过去，就把手伸出车窗对我比中指，十次有九次是黑人。黑人所谓的反歧视，反对的是他们自己被歧视，,75.0
北京房子加硕士怎么了？自己考的研究生，堂堂正正，就凭这一点就是最大的附加值？国内有什么好处？就是川菜外卖？然后被您降维打击？我看您是在英国被白人歧视，回来再歧视中国人吧？鲁迅先生90年前就给你这样的人起好了名字，“假洋鬼子”！是不是很贴切呢,80.0
明明在美国混不下去，在美国被人黑了，还天天赞美美国，讽刺中国，看你以前的回答记录。你这种人怎么不继续在美国？回国做什么？那么看不上中国，为了钱舔着脸回来，恶心！你一直在美国，我还认你是条汉子，,80.0
其实根本就不是那样，主要是上海人过于性格化，江浙沪一带都这样。上海人其实脱离中国主流的，但是你看见的上海所谓主流媒体，都是被北方人插手的主流，就怕上海脱离主流，所以宁愿庸俗化，全方位打压，当然是用了全国人民的民义。,30.0
说就让他们说去吧，作为一个河南人，去外地会有外地朋友打趣问我河南人真的很多偷井盖的吗？我回答他，是呀，我们中考体育加试就是偷井盖。 算是自黑了。 建议河南老乡不要在网上和别人因为地域黑打嘴仗，没有作用，一笑了之，做好自己本职工作。,30.0
而且我不同意你说的“穷人对富人缺乏包容”的论断，“包容”本来就是站在高位的人才有资格做的事，穷人压根没有资格去所谓“包容”富人。要穷人去包容富人， 就好像你告诉当年的黑人奴隶去包容美国南部白人，太可笑了,50.0
现在的人认为河南骗子多是因为之前确实多，现在没有以前那么严重了，但是已经有了这个刻板印象，被别的地方的人骗了是被骗了，一旦被河南人骗了就是被河南人骗了，幸存者偏差，人们还是倾向于认为河南人骗子多。,30.0
