text,hate_score
人这叫台湾语（摊手）为什么讨厌我们讨厌到这种地步，推特上一万个美国人跟我对骂也比不过一个台湾人的一句“南京大屠杀是中国发生过最好的事件”来的伤我心多，他推特名叫Li Dong我以为是同胞，一点开是这么一句话。我真是久久不能回神啊跑题了,80.0
不要说黑人白人了，有时候遇到有狐臭的国人，真的受不了，这个真的不是歧视啊！我是真的感觉无法呼吸啊！ 幸好我的家人都是体味很小的，感觉这个是遗传的，我们家人体毛也很少，没有辣么浓密，我麻麻几乎没有腿毛。,50.0
这样会不会有以下的场面：中国人：你这个小日本鬼…日本人：怎样！你想打架啊！来啊！中国人：…子！日本人：讨厌啦，干嘛突然夸我可爱~中国人：你这个小日本鬼…日本人：干嘛！你想打架啊！来啊！中国人：对啊！我看你们这个民族超不爽了啦！,80.0
河南人小偷我没遇见过 东北人在北京的中介市场基本就是黑中介的多 我也有认识好的东北人 包括我前领导 但是要说东北人这个名声 恐怕你一时半会是洗不清的 我是安徽人 我们一样有恶名 但是我觉得不应该去否认事实 而是去努力改正 这不是更好？,50.0
脑容量也没有比我们大啦，而且脑容量和智商没有明确关系的，智人智商目前的观点也是黑白黄平均智商应该没有很大差别，主要是跟黑白黄人种的社会文化和家庭教育有关，我们最重视教育，白人次之，黑人家庭一般很不重视学历教育,80.0
中国女生同样也是被歧视的对象，而且男生歧视了还能打回去（参考热评答案），女生歧视了最多骂回去甚至不敢说话，女生不是不想打回去，但体力原因被打的可能性更大[捂脸]所以，大家都是同胞，被种族歧视已经很惨了，还要加一层性别歧视吗？,30.0
英国人罗恩阿特金森说：“我难以理解，为什么中国人会有人口问题？他们本来有最好的避孕方式-----中国女人是世界上最丑的。” 跟爱因斯坦的言论一样。 你说中国人也这么歧视印度人，请你指出来哪个中国公众人物像这样说过？,80.0
文化认同关他们吊事，你看西语族裔都一溜的看西语的电视节目、电台等，亚裔都没到这个分上.......说到底还是欺软怕硬的内心歧视而已，歧视很多越是白左越是表面平等、内心歧视的虚伪......,80.0
生活在美国十几年了，也断断续续接触过台湾的不少人，70-80年代的人对大陆还是有认同感的，但是90后基本无。这个法案的提出，对亚裔的教育资源打击最大，加州作为发源地，是因为很多加州大学亚裔占了30%以上的比例，使白人的教育资源受到威胁。,75.0
我当然是祝福她们嫁给黑人，前提是千万千万千万别回来，你们自己在非洲当酋长娘娘吧谢谢。另外我也不会让我的孩子跟黑人接触，而且如果学校有黑人外教，我一定会给教育局打电话，教育局不管就向更上一级反映情况，,60.0
中国历史上有一个少数民族叫羯族，高鼻梁白皮肤身形高大，后来被灭族了。因为他们南下入侵中原的时候，杀死男人，掳掠女性，晚上奸淫，白天烹食。因此死掉的女性，数以十万计。所以活在现代还是很幸福的。,50.0
这得算是典型的survivorship bias了吧，知乎的自带属性更容易吸引支持大陆的发言（或者说撑香港的发言大都给删除了？）。就像去高登容易找到港独分子，去宽带山容易找到歧视外地人的上海人,50.0
YouTube上，看到不少台湾谈话类节目是讲“台湾盲目乐观，看不到大陆发展，台湾早就落后于大陆，台湾人还有蜜汁优越感。”台湾有很多人来过大陆的，台商也有很多。并不是台湾人都很盲目，很多聪明有见识的台湾人，一直很了解大陆的发展势头。,50.0
我从头到尾看了答案都没有发现哪里有证据可以清晰的说明这个工作人员是基于答主的肤色来歧视他，好比我作为外地人旅游到上海，操着一口东北口音，被没素质的服务人员对待，在没有明显证据（服务员说硬盘滚出上海）的前提下，不能贸然说就是歧视上海人,30.0
所以他说的到底是对还是错，有没有科学的论证？在生物性上，黄种人到底是优势还是劣势，有没有系统的研究结果？要从哪几个标准来衡量生物性的优势？676个回答，不是骂种族主义的，就是骂愚昧无知的，可见群众关心的不是答案，是把自己的态度喷出来啊。,50.0
请问李昂怎么侮辱了?我叫你走开也是侮辱你?伊尔马兹跟北京球迷耍无赖非要讲李昂侮辱他宗教信仰，那么证明了他自己都不尊重伊斯兰教他的胡话就不攻自破了。更何况李昂纯粹是叫他走开。还有啊几万人喊的什么?北京人耍无赖还地域歧视，江苏人还得以德报怨了?,50.0
你这人巨虚伪，明明一直在踩周，现在还好意思说在夸他，恶心？ 还说一直听他的歌，你连rap和hiphop都分不清还把周杰伦和黑人rap比较，得出周的rap很普通这么个结论，毕竟看见杰伦被捧这么高，你很不服气,60.0
现在 还是警方还是没有 亮出受伤的证据啊 。。 还有是否存在滥用暴力啊， 而只要有袭警就可以被击毙 ，岂不是巴黎只要骚乱了 警察就可以拿机枪扫射了？ 你要知道在巴黎警车被黑人和 小土 围着各种袭击，警察可是怂的不要不要的， 遇到华人 就可以开枪击毙？,80.0
