text,hate_score
虽然我对白人（指资本主义）很鄙夷，但我同样对黑人有种藏在心底的厌恶感。第一是受我接触的媒体的影响，第二是我的认知告诉我这就是人种的客观差异。整体上，有跟聪明勤劳的亚洲人，有背靠资本积累强大高傲的欧美人。,50.0
经常听闻黑人的负面消息，大家对其印象不好，见到了会讨厌，这不是很正常吗？假如你知道你身边某个普通朋友曾经是杀人犯，小偷之类的，你对他有戒心不也是正常吗？再打比方:中国人去国外旅游，乱丢垃圾，,50.0
当然是白人的种族歧视啦，一开始歧视黑人，然后黑人报团儿了就怂了，不敢明目张胆地歧视了，然后就歧视黄种人，因为亚裔力量小（不知道从哪里看出来哗众取宠，明明弊大于利:)他们那一帮就感觉自己是白皮儿的就纯洁高贵了似的？,80.0
有的，一个人被尊敬或被歧视完全取决于个人的才华与能力。这就是人性。同样一个人种也要看整体对人类的科技发展与经济发展贡献有多少。而黑人基本没对人类发展有啥贡献，大黑人所在国经济发展不好。大部分黑人比较穷。另黑人工作态度不怎么好，比较懒，,75.0
是的啊，回国发现，怪胎也是比比皆是，盲目自信天天觉得中国世界第一的，天天喊着杀回东京强奸日本女人的，还有那么多重男轻女遗弃小孩的，各种河南偷井盖地域黑的，天天喊着越南猴的，两边国民也就彼此彼此嘛，虽然国内吃的还是好点~,80.0
我是石家庄的，你说的那个颐高是我们这里比较大的电子城，鱼龙混杂。说实话，我特别讨厌河南来石家庄打工的，不管是捡垃级还是卖水果，做生意，都是各种坑。捡垃级带偷东西，卖水果永远缺斤短两。他们给石家庄抹黑，外地人又以为是石家庄人坏。,75.0
歧视的不是抑郁症患者，是被假抑郁症搞怕了。就像知道河南大部分是好人，但事实就是有一部分坏人搞臭了名声，大家开始提防河南人，就会表现出歧视。就像知道职高里有很多好人，但换人搞坏了名声，于是开始歧视职高生。一个道理吧，，，，,50.0
每次看到有人混淆主观和实际，我就想笑。拿BLM说事的有没有弄清楚BLM是不是已经实现的东西啊？说黑人犯罪率高、监狱里面关的黑人比例高于白人的是这群人，说黑人有犯罪豁免权的也是这群人。我：？？？？？,50.0
想要不被地域黑，首先要做到自立自强，为什么要把偷井盖的名头自己盖到自己头上，别的地方就没有偷井盖的吗，不，据我所知，偷井盖最多的还是本地人，只不过因为一些媒体的不正当言论而导致了河南人等于偷井盖，把两者强行对等，才导致了这件事的发生。不要一提井盖就大发雷霆，这不是自己作践自己吗?,30.0
原谅我给你贴个标签：懦弱的亚裔中左。指望他人，不配获得自由。永远不要指望社会为你做什么，不要做缩头乌龟，权利是要自己争取的，暴力永远是获取权利的有效途径，我喜欢西海岸（当然亚裔比较多也是我考虑的）无非是前沿人才聚集地，是未来啊。,75.0
想到《还珠》当年那么红，里面部分台湾演员却背地里嘲笑内地人，真是恶心至极。说句不好听，真有点跪舔的感觉。求文中最后说的，被内地媒体封为青年偶像，却嘲笑国人的那两位台湾演员是谁？不想被当傻子,50.0
不是黄种人不好看，那是你自己不好看吧？！毕竟是中国娱乐圈里，有白人基因的还是少数，照你这么说，还是一大部分的明星都不好看了？！ 刘亦菲，范冰冰，杨洋这都是中国基因，难道不好看？！只能说你自己偏见吧！,50.0
老实巴交的农民依靠种点香蕉来维持一家人的生活，付出的心血和劳动力不是那些觉得偷点香蕉没事的东北人能理解的，东北人给南方人的普遍印象就是满嘴脏话素质低下，村支书为了维护自己本村农民的利益我觉得没错，这要是早几年前的广西偏远农村，估计沙铳已经抬出来了。,50.0
哎呦我去还有替太晚说话的哪！马英九执政的时候没去，菜英语执政我更不会脑抽了！我说简单点，对这个地方没好感。对这个地方的人没好感。可能有好人，可能是我没遇到。但是现实就是，我没遇到，导致我很恶心这些人。我遇到的台湾人让我对他们完全没有好感。,50.0
这个因人而异了，反正身处国外的我已经被各种中国国内各省之间互黑的言论淹没了，其中河南淹的最厉害。如果连自己人都要这样歧视那就确实太过分了。可惜他们一提到河南人永远是偷井盖，我也没办法往下接。,50.0
评论里很多自称“四川人”的网友评论这些叫“语气助词”，不算脏话。你们代表自己就好了，别代表全体四川人。 当“妈卖批”流行全国时，还有很多四川人出来科普这是一句极其脏的骂人话，一般四川人根本不说的，怎么到了这个答案下妈卖批就成了可爱的语气助词了呢：）,30.0
怎么给你说呢，日本底层民众被洗脑的也是够强，不能说我们没有被洗，至少我国，反欧美还没很严重吧，反日也没有多少，只能说一句话众口铄金，积毁销骨。让他们放松警惕，我们憋足力气，继续偷偷发展不好吗，他看不起中国人，,50.0
