text,hate_score
你把美国人民想得太好，把中国人民想得太坏。哪些领低保飞叶子的黑人重来没有生计之忧，一个个拽的要死生死看淡不服就射。不光警察射他们。他们还有帮派火并。中国人民之所以这么敏感，是因为除了个别警察，,60.0
Emmmm虽然我还没去过英国，但是我认同一点天下乌鸦一般黑，别以为中国没有种族歧视，去微博上看一大把都是歧视黑人然后骂和黑人交往的女孩是荡妇的。还有地域歧视，性别歧视等等，国外也是人，也一样，不过是作为人的劣根性罢了,50.0
有个电影是警察叫停一辆车让黑人男司机别动需要检查，同行黑人女从小被家庭教育要听警察的话，就让黑人男配合警察不要动，但是黑人男就是叽叽歪歪偏偏要动，让警察也紧张起来。结果黑人男非要拿梳子梳头，警察以为黑人男是掏枪，,50.0
这么说的话，看看每年盗窃诈骗多少河南人，被黑不是无缘无故的空穴来风，工厂不要河南人难道是他们想给自己找麻烦嘛？还不是被河盖们偷怕了，为啥人家没不要山东人？没不要湖北人？没不要四川人？单单不要你河南人？光说别人地域黑难道都不从自己身上找找原因么？,50.0
Han这个词汇，伤害性不大，但侮辱性极强。他是Ham的变种。Ham是犹太文化里，是奴隶后代的代名词。他源于诺亚方舟的那个诺亚的其中一个儿子，分别是Japheth，Shem和Ham。第一个是欧洲白人的祖先，,50.0
中国制度怎么对待女性压迫了？呵呵中国传统无非就是重男轻女，据我观察母亲更容易重男轻女，你结婚以后对你女儿好一点不就好了？五十年代教员就喊出，妇女也能顶半边天了，还搁着国情呢？我举例确实不对，因为美国黑人确实被压迫了，被奴役了，现在还是没改变,50.0
blm是怎么来的？黑人躺平等白人施舍给的？黑人被压迫知道搞事情，最终有了今天不好惹的局面。黄人被压迫就理所当然的躺平吗？我不求你跟黑人正面争，毕竟现在风头上，但是好歹复制一下黑人当初的路线跟白人抗争一下总可以吧？,60.0
黑人基因是一个问题，但不可否认的是，在任何国家穷人犯罪率都高，而黑人大多数恰好在美国底层，阶级固化，黑人也上不去，上不去的原因又有种族歧视。所以也并不是说他是黑人所以犯罪率就高，主要是资源太少，吃饱了谁愿意做那些低级犯罪的是。,50.0
出房出车出天价彩礼请个小仙女回家供着，要求享尽所有女性特权也就忍了，完事贬低中国男人配不上中国女人。号_召男人们从传统婚姻观念中解放出来，别当婚姻供养者，去责任化，学习欧美性_解放，提裤子就跑，,80.0
服了，还有人在不同种族间谈大环境，智商不在线啊老哥。按你的说法，数个世纪前受到白人主导的世界歧视的黑人印第安人都是没能力？白人不喜欢的种族都是没能力？受打压都是活该？这不是社会达尔文吗？这种连你白爹都不喜欢不敢承认的东西在你这儿就正常了？不孝啊,75.0
黑命贵是合理诉求吗？黑命贱更是合理诉求。是非黑人群体对自身生命安全缺乏保障的自然反应。以所谓政治正确名义对其进行打压才是不明智举动。枪支走火造成人死亡，肯定要承担责任的，但不是故意杀人罪。这是责任事故，非主观意原，,60.0
在咱们知乎左juan，逆民=国际主义[惊喜]在咱们知乎目田壬juan，中国人网上骂两句洋垃圾，这属于种族歧视，中国人在海外普遍被歧视，在国内都能被洋带人骑脸，啊这，那就权当无事发生[惊喜]咱们知乎的“精英”们，,60.0
黑人没有一夫一妻的观念，更不像中国男人这样自己省着点也得紧着妻子孩子花钱。好吃懒做，酗酒家暴，简直就是常事。在中国遇到了家暴，大家会斥责男方:不管怎样，不能动手打女人。在那边如果遭遇家暴:视为荣誉，看得起你才打你呢。,80.0
终于说到点子上了，真说黄女受不受欢迎，看金字塔的外国人不就知道了吗？底层根本是来者不拒，上层就反过来了，是女的舔上去了，结果功名成就的黑人足球明星，NBA黑人，好莱坞明星，都是找白人美女去的。,80.0
上海南京西路那边酒吧晚上很多外国人，经历过一次，真的觉得白人有点看不起中国人（或者亚裔），就是对你的态度特别轻浮，有种调戏丫鬟的感觉，令人特别不舒服。他们有种傲慢就像是你得追着舔着他们一样……当然，,75.0
Mandarin就是普通话的意思，还有指中国政府的意思？满大人这个反派可是一个字母都没改，背景更是傅满洲，还不够辱华？johnny english是反派？有种族歧视的背景或讽刺？有单独使用english来种族歧视？我想问你有脸吗？,80.0
评论区觉得自己没有种族歧视，那为什么觉得自己种族一定比其他种族优秀呢？叔本华说过：最廉价的就是民族自豪感。如果工业革命率先在非洲发起，黑人奴役白人，黑人歧视白人，和今天又有什么区别呢？黑，白，,60.0
还真不是，严重反对你这个答案。我小时候就喜欢白白净净五官精致的小姐姐。和什么黑鬼白人没关系，更不能说被引领审美。现在看欧美的明星潮人，也没有太多的触动～倒是见到黑鬼一看就恶心，白人姑娘鼻子也太尖了，皮肤也是差。,80.0
说就让他们说去吧，作为一个河南人，去外地会有外地朋友打趣问我河南人真的很多偷井盖的吗？我回答他，是呀，我们中考体育加试就是偷井盖。 算是自黑了。 建议河南老乡不要在网上和别人因为地域黑打嘴仗，没有作用，一笑了之，做好自己本职工作。,30.0
犹太人对歧视理解肯定深刻，对被歧视就没什么概念了。 说白了，当年希特勒也不算歧视犹太人，而是敌视。那么什么算歧视？比方说希特勒认为黑人就不能算人类。。。 犹太人其实还真没怎么正儿八经地被歧视过。,50.0
是的，而且上海的运管局和派出所都是本地人，特别排外，外地人投诉出租车，基本就是睁一只眼闭一只眼的状态。所以这还真不是上海这样的一线城市就会素质高一些。我以前住七宝万科，虹桥机场出来宁愿等半小时网约车，都尽量不坐出租车。,30.0
花蛇在我们中国来说就是妓女的意思，这里说只是骗子的意思概括从轻讲了，如果真是骗子的大致意思韩国网名也不会这么激动说要把他送上什么论神坛枪毙什么的，还有你觉得一个公众人物在节目里公开对另外一个女生说这个迟合适么，更何况那时候韩国女权还挺严重的。,60.0
上海女人普遍崇洋媚外，未婚先孕这种事要是发生在中国男人身上，估计早就被骂死。法国已经快被黑人和穆斯林毁了，别以为外国的月亮都是圆的，辛亏近年来这些风气有所收敛，因为崇洋的那批人都老了，90后上台,75.0
知不知道原本黑人牙膏的英文名叫“darkie”，darkie和那个的意思一样，都是黑鬼，你把k换成l就没有歧视的意思了？你把傅满洲换成满大人就不歧视了？而且原本那个黑人图片的原型是吉姆克劳，,50.0
要看你按什么排序吧。如果说是被暴力机关随机暴力对待，以及随之而来的高死亡概率和难以追究法律责任，那排底层的肯定是黑人。亚裔至少开个豪车（宝马奔驰奥迪或以上的级别）出门不会怀疑是偷来的，然后被警察查车，接下来会发生什么就很难说了。,50.0
感觉黑人群体对警察还是太紧张了，可能跟刻版印象有关，居高不下的犯罪率和频频发生的暴力执法让双方都如临大敌放大了问题。这种情况下，如果是一个白人或者亚裔，肯定无条件配合警察并把获取信任作为求生本能，,30.0
警察脸上眼中满满的傲慢和歧视，让黑人觉得被歧视了很正常，尤其还是在自己家里的院子里。黑人动则大喊大叫，无理当有理的能力也确确实实让人看着就生厌，何况这次还真是有理了。警察明显想以势压人，还去车上问总台条文了，,50.0
白人不需要歧视你吧！毕竟你的后代能去美国当警察吗？能够成为主流文化圈的一部分吗？或者你本人能够进入主流文化圈还保留自己的底色吗？骂人只不过是一种表面自我优越感，中国不还是有本地人瞧不起外地人。,50.0
就挺无语，日本对中国人来说，不是什么喜不喜欢讨不讨厌的问题，那是有血海深仇的问题。像我这种，就不会分什么好人坏人，只要是日本人我就讨厌，管你是什么东西。而且也不会去日本旅游留学给他们钱赚，,80.0
重庆人的优越感？能吃就能吃呗不能吃就不能吃呗。大家都出钱吃你家米了啊一定要顺着你？自私说的这么清新脱俗？一桌吃饭照顾不同口味的人是涵养，可惜你没有。求求你这类的重庆人别给重庆招黑，醉了合着外地人去你们哪儿不吃辣要天打雷劈？,50.0
看不懂讽刺？地域黑放哪里都可以，全世界哪里的人都是圣人不做坏事？在知乎这种地方还有答主和你这种人才是奇怪，搞得全世界的坏事都是莆田人福建人做的一样。烘托自己请不要拉其他人下水，拿整个地域来黑更是品格低劣的表现,50.0
是的，说起来我觉得亚裔在美国被歧视还有一点原因是美国人潜意识里觉得亚裔都是外国人。实际上亚裔没有集体性的融入美国，对美国人来说，美国是由白人和黑人组成的，华人在美国历史中的存在感很低，所以常常被忽略。,30.0
"""一种是用似是而非的话术配合女拳的特权要求，比如""""xxx的还算男人？""""，""""赚钱养家，貌美如花""""。本质上是""""高情商舔狗""""。一种是用早就被批判烂的封建话术搞极端，""""女子无才便是德""""，""",50.0
我觉得这是一些台湾人的通病吧，夜郎自大，国家又各种照顾，还有所谓的民猪子由？台湾人是很典型的中国人，是属于眼界比较宅，很势利的那种。说穿了他的优越感是内心很自卑的表现。不知道你看过河殇没有，里面其实讲的是台湾人。,50.0
妈呀，即使他们有很多问题就可以被人说成劣等民族了？奥巴马夫妇也是黑人，人家是劣等不？ 河南人有一亿多人口，但河南人偷井盖，广东那边残疾人后面团体都是河南人为主，他们河南人是不是所有也该被谴责,50.0
你从哪脑补的我的结论，能不能回到原题啊，杨立说男人都是垃圾，你告诉我男人不等于全体男人。那别人地域黑东北，说东北人都是xx（骂人的话），那是不是也可以说地域黑的不等于全体东北人，所以也能黑，没事,50.0
在古代为生计奔波的贫苦劳动人民都长得黑，营养差，压力大，日照时间长，能不黑吗？所以有黑=低贱=肮脏的思维定势。再加上历史上黑奴交易的存在，黑人的地位很低，所以黑人普遍不被人喜欢，试想如果现在统治世界的是黑人，,75.0
答主这回答里的评论为了引战吗？都是中国人，都有一部分老鼠屎，凭啥这个评论里大部分男性上升到整个中国女性都是easy女，然后大家互骂，他们家里女性给他们的感官势感官就是如此吗，反正我觉得外国人并不让我觉得他们颜值。,60.0
13%左右的黑人人口占据了52.5%美国杀人案件犯罪率，这是什么概念呢？请你搞清楚一点，黑人犯罪率并不是黑人天生爱抢劫，爱犯罪，其实就是贫穷。我国以前还有山东响马河南土匪四川贼这一说，无非就是贫穷，所以犯罪率高，,50.0
为啥我感觉在中国最严重。屌丝，郭楠，农名工，外卖快递小哥，货拉拉网约车司机，打工人，双非学历，公知，拳师，普通人带着任何一个标签跑到线下或线上都被会被歧视、无视。夸张的说，你在美国最多可能被3亿的人口歧视，,75.0
无论怎么说，西方歧视黄种人的现象是普遍存在的，这才是重点，不然任何种族歧视的受害者你都可以找到别的标签，然后说不是种族歧视是blablabla。你也找不出例子证明白人老人遇到这种情况也会遭遇同等暴力行为。,50.0
一边打着旗号，一边打压亚裔，鱼和熊掌真想都拿？表里不一被拿出来，被骂也活该。在自身没犯错情况下，被人歧视，难道还需要去反思自身不是黑？别犯傻了，做错了就的挨着，无论是哪个国家，哪个学校，只要有歧视，就的骂，洗什么白,60.0
换个角度说，欧美人的歧视也是很严重的。你以为美国现在特注重黑人权利已经是深入人心，潜移默化了吗？你以为英国人日本人对外国人表面的友善亲和都是深入心底，扎根于高贵的民族性吗？中国百姓的歧视没你想的那么深层，,30.0
说实话，没啥意义，广西人歧视越南人，就是以五十步笑百步，他们在国内的地位也不咋样，只要有人提到广西，给别人的印象就是又偏又穷。真的觉得没意思，这种歧视和美国人歧视中国人是一样的，挺无知的。实话实说，不喜勿喷。,50.0
帝都死狗，有几次陪着浙江福建人回沈阳，对方下了飞机看到浑南新区，看到沈河区，都大吃一惊，“你们东北不是很穷很落后么？”我只能一边冷笑，“00年的时候你们那些遍地的小县城也叫做城市？”，但同时也哀叹，没有人才没有钱没有话语权真的很让人伤心。,50.0
我这往外延伸几点哈 1.种族歧视是一个世界级现象（本人会歧视黑人 ），不知道您是保持一个怎样的态度? 2.漂亮国想要实现的理想国不可能也不应该是这个时代的产物。 3.凡事有因必有果，有果必有因；不值得。,80.0
真的我跟你说我从小在北京长大的外地人，我现在在金盏楼梓庄这边。我滴本人北京人素质差的真的是可以。我长20年对北京的人没有什么好感，可能是天生优越感吧。但是也遇到很多讲情讲理的老爷爷奶奶感觉特喜欢他们而且特别欣慰。理解楼主的委屈，不要跟他们一般见识,50.0
感觉美国种族问题已经钻牛角尖了任何人在任何地点在任何语境提到黑人，都可以被解读为种族歧视黑人是不能提的，但你不提，黑人又觉得你不提出尊重我，那肯定是歧视我说到头，还是黑人默认自己被所有人歧视而已躺在道德的马里亚纳还是有好处的，至少上街打砸抢谁也不能说什么,80.0
黑人在白人的世界地位高吗？你去看看西方社会的权力部门有几个黑人？真高的话就没有黑命贵事件了。黑鬼能在上海商场骂20分钟无人阻止，是因为大家都不知道该怎么办而已。换作一个国人在那骂20分钟，或者其它外国人在那骂20分钟。,80.0
黑人说唱一堆脏话，而且歌词多数粗暴蛮横，弥漫着各种歧视与暴力，都是骗英语不过关或者品味低俗的人。黑人说唱在我看来就是“听个响”，哪个喊得大声哪个就火。中国有嘻哈这节目，一听到嘻哈，就感觉跟黑人说唱有关系，然后一点儿也不想看。,50.0
