text,hate_score
"""自从我看到beyonce面对她的粉丝以\""""我希望我的女儿能够看到一位女性成为我们的总统\""""这样蹩脚的理由去给希拉里拉选票的时候，我就觉得这帮所谓为人民发声的白人黑人超级虚伪，她不知道一个女人也可以干出比男人还可恨的事嘛？""",50.0
在国外旅游的时候我也讨厌某些中国人，丢脸没素质。在讨论这些东西的时候加了某些是正常讨论，但现在在网络上的言论是全体东北人来背着锅，这种黑的人就是愚蠢及幼稚了，可惜大部分网络上讨论这些地域黑的都是后一种人，粗鄙的嘴脸十分丑陋。,50.0
我之前也写过一篇这样的，被人举报了，评论区也是骂我种族歧视，我是真不懂那些女的的脑回路，中国女性地位在全球属于比较高的，我们实行一夫一妻制，而非洲呢，他们国家可是一夫多妻制，而且女性地位低，,50.0
我也觉得，审美本身就是主观的，为题主强行政治正确而忧虑如便秘的装逼深感厌恶，我们可以尊重，但是哪个中国人会觉得黑皮肤，塌鼻子，方便面头发好看？真他妈有病哦，中国的女生哪个不为有白皙的皮肤而或困扰或自豪。,80.0
我要是企业老板，我绝对不会在招聘的起士上面有任何性别歧视的暗示，但是我绝对会对任何女性收紧门槛！我不是慈善家，也不是这些娃的爹妈，没有义务给这些娃的父母交生活费。哪怕你入职了，只要你怀孕了，,75.0
你再看看sq的女主，就知道人家根本没想挑好看的，就是充满刻板印象的暗暗恶心你。专门找一些奇奇怪怪特征的黄种人说这是东亚风。别的族裔演戏的颜值在种群里都是top级别，上气男女主恕我直言，中国平均线往下的水平。,50.0
还有杠精评论，我可去你妈的吧，要是我和我男朋友遇见这种，老子胸都给那绿茶婊打平你信不信？？？这他妈跟自卑嫉妒有什么关系，老子的男朋友，你他妈还敢来撩，想死吗？？？？？？？？？？？？我给你说，四川妹子比较暴躁，屎都给那杂种打出来,75.0
真的我跟你说我从小在北京长大的外地人，我现在在金盏楼梓庄这边。我滴本人北京人素质差的真的是可以。我长20年对北京的人没有什么好感，可能是天生优越感吧。但是也遇到很多讲情讲理的老爷爷奶奶感觉特喜欢他们而且特别欣慰。理解楼主的委屈，不要跟他们一般见识,50.0
看看美国的黑人德行就明白了，美国够开明了吧，养了上百年的黑人还那德行。纵观世界上所有的肤色，黑人无论素质还是犯罪率都是最低和最差的，最恐怖的是黑人的繁殖率又是最高的，再过几百年，凡是开放黑人进入的，,80.0
说到底还是黑人受到的教育不行，要从小都呆在经济发达教育良好的地区，根本没啥肤色的影响，非洲落后的国家地区都已经是恶性循环了，经济不行---没钱投教育---没人才---经济发展不上去---没钱继续投教育，,75.0
