text,hate_score
在我眼里只有必须生孩子且必须生男孩、妻子不能生育就立刻离婚、回老家吃饭不能上桌、认为妻子必须无条件服从公婆、认为女性被性侵是因为穿得暴露、对女性荡妇羞辱等行为和言论，才可以叫直男癌。普通的不解风情、审美比较简单粗暴的，,50.0
我歧视屌丝，穷人，老人，女人，农村人，城里人，河南人，东北人，天津人，福建人，广东人，北方人，南方人，信中医的人，开大众的人，黄泛区的人，吃狗肉的人，不吃猪肉的人，没宝马奔驰的人是我的自由。凭什么不让我歧视？,100.0
不是好一大半，是完全好了，真的，完全完全。期待你的老乡和你身边的人都能让你百分百满意。对了，忘记我不跟地域汪讲话的。什么？我变成了地域黑？我一河南人？真没法地域黑？我只能黑你这样的地域汪。,50.0
我想…可能不只是你甘肃吧…整个西部都一样。首先，我不是黑你们，但是穷山恶水出刁民这句话确实是真。落后的地方没有法纪，没有法纪就发展不起来，恶性循环。天高皇帝远，什么都乱来了，更何况，连皇帝都…,50.0
你去上海大街上随便问问，有几个说上大比华理好的？为什么外省分高，还不是被名字骗过去了。上海本地都是明白人，看上海的分数就看得出来。不是说上大不好，确实发展挺快，但你们这群网络喷子只会让你们的母校丢脸。,30.0
中国几乎任何一个城市都有本地文化素质不高土著排斥外地人，上海、北京、沈阳、大连、南京等等都一样，但素质高一点的大连人永远都是先认同自己是东北人、继而是辽宁人、大连人，但经济发展人的思想素质而言整个东北都有固有的陋习难以改变,50.0
你是真不知道还是装不知道…录取研究生也是优先录取男性，工作也是优先录取男性，升迁也是优先男性… 算了，不说了。白人觉得没有人歧视黑人。印度高种姓觉得种姓制度已经被消灭了。你觉得平等就平等吧,50.0
‘无疑’? 让我想起了部分女性在面对白人黑人印度巴人和本土男性时的双标。如此一致的双标。 没问题，你们这少数人可以继续这种态度。当然我已经对你的回答点了反对。同时，希望某瓣那种easygirl模式的评价网站尽早被踩烂。,50.0
我接触过不少香港人台湾人，撇开政治立场不谈，一直觉得他们大都非常nice。其中有一个朋友占过中，讲人品，他是我这辈子接触过的最好的几个人之一。我只能说，可能是我们的圈子不同，你接触的都是无耻的港台骗子（贵人）吧。,50.0
讲道理，后来英国佬拉去填北非的主要是两只袋鼠和印度人，两只袋鼠本土受到日军威胁英国佬也不准他们回援，然后哪，两只袋鼠战后迅速投向美国。至于阿三，不把阿三的最后一滴血流干，高贵精锐的大英帝国军怎会投降。,80.0
