text,hate_score
能顶我上去吗？劳资今天就是骂东北的怎么了，就是无脑地域黑，听到东北话劳资都想吐，东北怎么养出这么些奇葩东西？劳资玩个吃鸡一个东北队友我话都没说直接把我打死？东北都是大哥好吧？对东北人一生黑,100.0
但是台湾人还是比香港人好一点，如果去台湾旅游，那边服务业人员大多还是很热情的，台湾骂大陆基本都是在网上的年轻人和恰烂钱的政治评论员，线下台湾人民还是蛮礼貌，香港人是只要是大陆人就能当面恶心你，香港人戾气大得不得了,50.0
杰西欧文斯和汤米史密斯还都是奥运冠军。结果呢？一个在罗斯福那的待遇还不如希特勒，回国被迫跟动物赛跑糊口，另一个赛后立马被指责是纳粹化身，支持暴力。。。。 你背后没人支撑着，你再厉害人家也歧视，你看现在还有有头有脸的人敢在美国公开歧视黑人,75.0
你是真不知道还是装不知道…录取研究生也是优先录取男性，工作也是优先录取男性，升迁也是优先男性… 算了，不说了。白人觉得没有人歧视黑人。印度高种姓觉得种姓制度已经被消灭了。你觉得平等就平等吧,50.0
知乎的大部分答案无非说黑人懒。难道知乎上说白人懒的答案没有嘛？多的去了吧，尤其是某拿大。知乎上可从来没说黑人男人没有性吸引力，不明白为毛黑人女愿意和黑人男生孩子，简直是制造劣等民族。这话爱因斯坦可是直接这么说中国人的，答主怎么洗？,75.0
我的三观还是很中立的，对于歪果仁，主要还是看事情，但是对于黑人我就极端了，我们中国女生大部分都被那些easy girl带翻了，你知道我上次出国一个歪果仁怎么说的嘛？说我们中国女人基本都是公交车，还用挑衅的语气说的，我听着就很气,80.0
民间贷款只是商业贷款的补充，虽然是高利贷但比商业贷款高有限的，山东这个纯粹就是黑社会，现在交通方便内地地下赌场早转移到国外了，这种形式到这个年代还能存在，保护伞和这伙计真是蠢笨，明目张胆的纵容黑社会，领导捞钱的水平真低。,50.0
中国几乎任何一个城市都有本地文化素质不高土著排斥外地人，上海、北京、沈阳、大连、南京等等都一样，但素质高一点的大连人永远都是先认同自己是东北人、继而是辽宁人、大连人，但经济发展人的思想素质而言整个东北都有固有的陋习难以改变,50.0
黑人不是人系列又来了，你幻想自己是白人站在白人的角度说话么，如果黑人出生就有像白人那样的大片农场他还会走上犯罪道路吗？黑人的祖先是被白人农场主的祖先买过来种地的，奴役解放后他们没有土地，没有资源，,50.0
上海的司机才是可恶的，不排除有好的啊……一直知道德行差，所以租车，那天要去机场，只能打车。当时叫车，他说只收现金，就给他结了，一下车又说没有收啊，要手机结。赤裸裸的骗人有木有！当时就投诉了，可后来忙也没顾上看钱回来没。,30.0
我感觉吧其实那些所谓的easy girl不是跪舔黑白人，然后在同胞面前装女神，那些easy girl也同样也和同胞约炮，只不过，我听说过杭州有个师范大学的女生和当地黑人有个群，不仅约炮还给人钱！确实难受啊,50.0
文章太长了，好不好看，说基因造成，就太扯，其实也就是审美习惯而已。一个漂亮的白人孩子从小放非洲黑人地区成长，那么他估计也是喜欢黑的，对自己白白的皮肤感到“无地自容”！所以，总体来说，我个人并不觉得欧美人好看，,50.0
重男轻女是很多民族的传统…… 其实我觉得吧，没必要让女人学那么多知识，因为很多工作并不适合女人去做，也做不好。反而会对整个社会的延续发展造成冲击，看看欧美发达国家白人持续走低的人口出生率吧。,75.0
呵呵，那女人呢？？？中国男人赚钱养家吧，你们说这男人不顾家，顾家吧，你们又说这男人吃软饭，你们这田园女权双标玩的真溜。再说了，你从哪里得出中国男人对不要彩礼，不要车房的女人不珍惜不善待了。你能证明吗？上来就说男的不好，屁股都是歪的还好意思批判别人。,60.0
中国教育资源的差异化，是重要的一个原因 单纯的归结为三本专科学生不努力，就应该被鄙视的这种说法，不敢苟同 河南等省份考生，没上好一点的学校是他们不够努力吗？ 楼主一副小人得志的样子，真是令人有一种遥远的恶心感。,50.0
我想…可能不只是你甘肃吧…整个西部都一样。首先，我不是黑你们，但是穷山恶水出刁民这句话确实是真。落后的地方没有法纪，没有法纪就发展不起来，恶性循环。天高皇帝远，什么都乱来了，更何况，连皇帝都…,50.0
总结来说真的没优势，无论是皮肤，体力，五官都被黑人或白人比下去。至于智商，感觉还是白人厉害。当然，也可能是我们智商高但是因为教育失败所以被埋没了。当然，你们如果真的要拿民族精神传统文化这些东西来说的话那也就呵呵了,75.0
妈呀，即使他们有很多问题就可以被人说成劣等民族了？奥巴马夫妇也是黑人，人家是劣等不？ 河南人有一亿多人口，但河南人偷井盖，广东那边残疾人后面团体都是河南人为主，他们河南人是不是所有也该被谴责,50.0
我是苏州的嘛 我二十年见过最恶心的男人也不及新认识的河南男同学一半 我之前还有一年在国外也算见识过一些其他省的人了 真的没有像他那样的 但也见过一个河南的女生 人还好 但也是有点奇奇怪怪的,50.0
作者比较还是比较贴切的。大连的缺点是包容度不够，歧视外地人，自称不属于东北，把沈阳，吉林，黑龙江，内蒙统称“北面人”，这个词的语境是贬义的，殊不知沿海城市没有复地支撑是没有发展的！沈阳缺点是臃肿，思想不开放，旅游业一塌糊涂，但比较宜居。,50.0
你说的没错，国人身上很少具有反抗精神，几千年来被压抑的奴性心理没变过，古代是被统治者奴役，现代社会是在其他种族面前低一头。甚至工作中生活中碰到不公对待也很少去抗争，很多时候忍气吞声。不知道是民族特性，,50.0
呵呵，不歧视外地人的话还会闹到报警的地步？不歧视外地人的那店主应该在客人反应青椒是辣的时候马上答复“不好意思，我们这青椒都不算辣的，没考虑到你们，我马上重炒。” 一群重庆人以自己对辣的耐受去要求全世界到了重庆的人，还以此为荣，我就呵呵了,50.0
收洪卓立样子的公仔给我喜欢的女朋友，请大家，立立的粉丝帮帮我。我是东莞的，可以告诉我哪里有得买，或者立立的粉丝有的让一个给我想卖我的，请代价！黑人！骗子滚！留下联系！我的qq：68657725电话：13711923986，请发信息，不要打电话！,80.0
不同于来中国的，都是酋长的儿子们。美国的非洲新移民黑人歧视黑奴后代。索维尔的《种族史》，就讲到了，黑人移民后代，看不起黑奴后代。而且发展比较好，比如尼日利亚黑人。自己抱团，彼此通婚。还有自己的尼侨组织。类似奥巴马，奥威尔等人。,50.0
不是这样的，大部分国家会顾左右而言他，默杀（比如瑞士人对于帮助掠夺犹太人的财产），但是像德国人这样，赤裸裸的歧视黄种人，真的是独一份。我完全相信就算没有小胡子，德国人也会选一个大胡子，蓝胡子，黑胡子上台。德国人对于亚裔的不友好是深入骨髓的。看到英美人就跪舔,80.0
还有根据的事实？我阴阳怪气？明明是你自己在那里吹嘘成都吹嘘四川各种贬低杭州？我们还不能反驳？反正浙江就是比四川有钱就是比四川厉害？你们可使劲酸吧！拜拜了您！竟然成都这么好！为什么许多四川人可劲往江浙沪跑呢？,30.0
