text,hate_score
“我们那里有吃蛇肉和田鼠的”“你家是广东的吗？”“啥意思？你地域黑？”“......”我也不知道我是不是地域黑，我只知道在深圳广州这边不止一次两次听不同的人不同年龄的人说湖南女人的事.... 就好比有人说井盖我联想到河南一样，只是听多了而已,50.0
国航手册里也没写黑人聚集区严重到不能去啊。它只说“不要晚上去”，“尽量结伴而行”，你脑补得有点多吧。我就说河南诈骗犯最多，所以在河南人聚集区“尽量提防骗子”，你觉得的这写在旅游手册上算不算歧视？,50.0
这就是倒核废水的嫌你看色情杂志的素质低，捕鲸的嫌你吃 肉的素质低，风俗业合法化的嫌你在家里放屁的素质低，一堆家庭主妇的嫌你女生收礼不还礼素质低，这双标玩的飞起，我先吐为敬，还是早日沉了吧，反正中国也没白左，,80.0
"我认为“黑命贵”是讨要权利最单纯的方法，其效果和农民起义差不多，没有就抢，没有就闹。实在很低级。为什么会出现这种情况呢？说没知识的，我觉得并不算对。很多事儿不是知识，而是经验，历史。黑人没有历史，""",60.0
如果我是广州入境海关的官员，尼玛我肯定向上面建议尽快启动对非洲籍黑人非法滞留的调查，还有限制非洲黑人进入广州，妈蛋非洲那地方艾滋病真的太泛滥了，像赞比亚这种国家，成年人三分之一有艾滋，来中国了还跟妹子天天滥交……,80.0
吐。如果遇到事直接告到大院去讲契约精神，你猜这个剧还剩几分真实？还会有这么热播？还会有人陪你在这儿争论？开玩乐，还南方北方，真够恶心的。再告诉你件事，别自己在江浙沪呆着就自称南方人，在海南人眼里，统称大陆妹，广东以北都是北方人！可笑！,30.0
歧视本身是某群体为了利益排斥打压另一群体的行为，用以维持不公平的利益关系。但任何歧视都不可能全面性有利，这不符合辩证法。如美国白人歧视黑人时期，对美国白人的要求就高于黑人。同样的工作白人干不过黑人，,50.0
美国那么乱，尤其是黑人社区，街上就没有混混找怪物的麻烦？那种经常街上打架的混混也从没见找怪物的麻烦。还有那种自成一个黑帮势力的怪物，或者占领一个区的恶魔，也没见和当地人类黑帮有过冲突枪战。拜托这是美国啊！！,80.0
是啊，但总有人觉得入学难度大不大卡掉的人多不多才代表好不好，都是被歧视惯了腰都直不起来了，越是歧视亚裔的学校把高分的他们给拒了他们越觉得人家牛批要去跪舔，不歧视他们的学校反而觉得看不上人家,75.0
我发现全世界的人除了中国人都习惯了根据个别人的行为来给一个群体贴上标签，像一些低素质的人在外国做了低素质的事，外媒通常会无限放大“中国”两字，可是外国人无论哪个国家的人在中国做了低素质的事，,50.0
实际上我觉得就一种，“歧视”本质是寻找自己社会地位的行为...上海人通过歧视外地人来确立了自己第一金融中心的地位...白人歧视黑人、黄种人确立了自己种族优势地位....全网黑荷兰确立了“最烂省份”的地位，以此提高自己省份地位....与其说这,50.0
不管是纽约上海还是怎么对比，只要是美国和国内对比就是没有意义，一方面人家超时工作有巨额罚款，另一方面性别人种歧视导致收入完全没有对比的意义，最后人家好歹是公认的世界最有钱国家，好比从江浙沪挑一个中档城市比如无锡温州，不是一样比肩老少边穷的省会吗,50.0
世界都是被你们这帮看热闹不嫌事大的熊孩子搞臭了。搞什么搞，总以为有人想害你。老实说，企业雇人，靠专业说话。应聘时不想因亚裔受歧视，受命时也不应想着因亚裔受照顾不是？这是一个生命没能过自己那关，跟民族阶级身份有这么关系，这不是无事生非吗？！,75.0
emmmmm在关于黑人的问题下说一点儿我们不应该歧视全部的黑人等等之类的话，都会被喷成“圣母”，甚至直接问候亲属被黑人xx……国家发展带来的应该是民族自信与自尊，在一些人那里却变成了令人恶心的自高自大,60.0
在台湾服役比韩国轻松多了吧。看过一些描述，韩国军队的风气非常落后，前辈对后辈的压迫简直是侮辱性的。而且在韩国服役是要真正面对战争风险的，朝鲜打轮炮什么的完全不奇怪。在台湾，大部分人都不相信自己真的会面对战争。日本更加是不强制服役。,30.0
在美国，黑人饿是饿不死的，很多免费食物发放，政府为了这类人的选票，也会让他们勉强的活着的，不然票数不好看啊！[捂脸][捂脸]但是黑人男一般负责交配，义务完成就溜了，寻找下一个目标，黑人女要么打掉孩子，,80.0
大家谁都不想地域黑，可您看新闻上的云南人！拦路抢劫、哄抢货车翻车留下的货物。还有前一段拿钱打人家重庆老板的脸，最他妈可气的是你打完人家到把钱给人家呀！又拿回去算什么？还有一些网友回复什么：没求着你们来。这不是火上浇油是什么！我天,50.0
兄弟，个别人和个别行业讨人厌，也别扩散到全体吧，李文亮也是锦州人呢。我也讨厌锦州的司机，但我也讨厌北京工作人员的官腔，西安的小偷，昆明的骗子，说到底，只是讨厌素质低的司机，官僚做派的小干部和偷鸡摸狗之徒，与地方无关，您说呢,30.0
傻逼剧一个，就中国人还愿意看。哈哈笑得笑个像个煞笔，笑完了还觉得人家歧视，最后还怪人家怎么砍了。你上赶着看这种人家外国人都嫌恶心的玩意。我就没见过一个受过二级以上教育的外国人看这部剧。演员毛演技没有，来中国走穴一个勤，没办法，,80.0
不要相信那些公众号的宣传。夸大亚裔和华裔在美国的被歧视程度。会有很多流量，因为这能建立某些人对于已经移民美国的同胞亲属的鄙视链。这是不真实，也不道德的自我欺骗。跟南波湾那帮人说咱们吃不起茶叶蛋是一会事儿。,50.0
真的，男权癌特别会树立假想敌，又或者是他们其实就是找个理由来喷一下。只要涉及到女性利益的东西，就要有人要说女权癌怎么还不来，田园女权马上到达战场什么的。人还没来，就先喷一下，显得自己技高一筹？中国的男人真的被五千年男权教育费得太幼稚可笑了,60.0
如果和国内别的宅男不一样就是有病的话，照你这么说19世纪的精神医学可是把想要逃离奴隶主的黑人奴隶当成有病的哦～“奴隶我听过不少，像这种想要逃离奴隶主的奴隶还是第一次听说，绝对是有病需要治”,60.0
那中国呢？我就不说xx新闻评论区了，知乎【刚看完绿皮书，觉得黑人兄弟好可怜，想问问现在社会黑人歧视还严重吗？】自行搜索这个问题看评论区和答案区，一个对于其他肤色人类的伤害不以为耻反以为荣的国家不够说它蛮夷？纯粹为了理性而理性，,50.0
我在考虑，白左都是圣母婊，如果亚洲人反抗说白人歧视冰哭诉亚洲人在欧美国家的可怜遭遇，像黑人那样维权，会不会有很多脑袋有泡的白人就会愧疚的要死，给亚洲人争取福利呢，毕竟很多白人连绿教都同情。,50.0
好家伙 外地人直接成黑人了 ？尊贵的上海白人这是受了多大的委屈？ 真要这样 贴吧上海吧的人不得全被起诉种族歧视？ 外地人也没叫上海本地人不说上海话吧？但是，起码的交流要求说都能听得懂得普通话有什么问题呢,50.0
女权拉皮条啊，好久前知乎不曝光过了吗？鼓吹外国迪奥高贵，微博上打广告招收外国人在中国的“短暂女友”。就这事女权都被裱烂了，你还护着这东西干什么。对了那时倒是有不少“真女权”跳出来说这是“伪女权”。,60.0
所以这是美国佬的问题啊。这不就是赤裸裸的地域黑吗？难道河南有偷井盖的，所有河南人就都是偷井盖的了？请问如果我说河南人都是偷井盖的，甚至不要河南人工作，是不是我有问题？这么浅显的道理不能理解？所以你要控诉的是美国佬，不要因为犯错的是鬼佬就扭曲逻辑。,30.0
这话就不对了 中国有嘻哈 明日之子 全是黑幕 只要是这中比赛 都是黑幕 不是最恶心 中国有嘻哈剪辑直接把两个参赛者剪辑成没素质 普通吃瓜群众面对全国人的怒骂 浙江卫视出了袁立 袁立还能站出来说话有人愿意听,50.0
你想多了，看到美国的黑人了吗，黑命贵闹了一年了，倒是挺热闹，但是没有改变任何东西，白人该干嘛干嘛，相反，黑人的处境只会越来越糟糕，后代接受优良教育的机会越来越少，恶性循环之下，黑人慢慢就会成为美国的低等公民，事实上现在大部分就是这么认为的,60.0
中国人很多人自私，没有素质，自以为有道理这是实话，不过咋说呢，哪个社会群体没有这种人呢？加上老一辈儿的都是农村入城，文化确实比较低，没有办法的事情。但是对于中日关系老兄你要注意，日本或许不是华夏最大的敌人，,50.0
得了吧，色情下流一度是日本的代名词。输出一堆乱七八糟的东西，你以为会帮你把负面择了？想想辱法，想想“河南人偷井盖”，想想日本漫画，想想中国武打片，你就知道一个刻板印象形成以后根深蒂固。头一回见输出自己名片的时候抹黑还挺自豪的,50.0
环境啥？哪的环境？在哪了就这样？你西方白人艺人敢表露种族歧视黑人的立场吗？欧美有公众人物敢在推特上支持纳粹的立场吗？还咱就这样？环境如此？在川普都被推特封了的2021年2月，还说什么环境如此？,60.0
拿西方的剑斩本国的官，老美脱口秀还能嘲讽总统呢，你在中国骂一个试试？另外，可能是我见识短浅，我咋没见过美国的白人脱口秀演员怼黑人的呢？最后，开玩笑是讲究加工的，她拿个生肉出来直接骂人，有那时间我听街口大爷骂街不比她好听？,60.0
还真别说这个；印度人打官司搞S386的经费都是印度国内财阀帮忙出的。华人这边呢？能不帮倒忙，煽风点火每天鼓动百姓来诅咒“香蕉人”进毒气室，办一堆大外宣媒体比如“北美留学生日报”来恶心人就不错了。勃勃这些个人的政治水平那是次要的次要,80.0
没看过纪录片里黑人作死的样子吧，巴西贫民窟忘记哪个纪录片黑人小孩拿着枪跟玩具一样啪啪打死人，黑人普遍缺失文化教育，在哪里都是不稳定因素，尤其是和白人混居的国家里的黑人，普遍被社会压缩在底层，文化基本断层，只会打砸抢，,90.0
作者对自己女性同胞都不友好，怎么让别人同等对待……你这么义愤填膺，你敢像黑人啊人那样维护自己种族吗？都是码字上很厉害 ，黑人受歧视才是最多的，但是人家用实力和自己种族几十年的努力，证明自己的人更多～这个世界，不管哪里，,60.0
你遇到过种族歧视华人的事情么？当你受辱的原因只是因为你的黄皮肤，黑头发，中文的时候，你是什么感受？辱华这件事，再小都针对的是整个中华民族？？这就已经和 蔡徐坤等人的事情有本质的区别了？你是中国人，但你说这些话，你真的认同你中国人的身份么？,50.0
那只能怪张学良太废物了，怪不了东北人。解放战争，林彪四野横扫天下。别的不谈，东北人干架那是真猛，真干，狠。跟我们南方打架嘴炮真不一样。妈蛋我在老家打架就是人对骂，在东北那可真是一言不合直接开干。你瞅啥？,50.0
写美国大学歧视亚裔那部分是赞同的 别人歧视我们所以录取率低 我们还觉得人家精英挤破脑袋想往里进 留学生自己还搞出一个鄙视链 结尾对留学生那个太刻板印象了 现在大家吃过的目的很多样 您这样太一概而论了,50.0
江西人现身说法，性别歧视极其严重，农村地区彩礼奇高，约等于卖女儿。邻近几个所谓“发达省份”的农村地区几乎完整的保留了宗族势力和相应的传统，城市地区稍好。我觉得中国性别歧视最不严重的地方应该是东北,50.0
唐朝最女权不过了，能带兵打仗能入朝为官能当皇帝。只不过被宋元明清封建洗脑到现在，有些人建国了还转变不过来。真正大女主是女的自己牛X，现在这种女主傻X周围一群牛X的男一男二男N的剧不知道恶心谁呢，还不如无女主看着爽。,50.0
1 没人能提供这种数据支持。是有关于中国人关于同性恋的研究报告了，但这只是提问，不是毕业设计。 2 希特勒就是觉得犹太人恶心，3k党就是觉得黑人恶心，或许他们天生如此，但我们还是知道，人不能完全跟着感觉走。,60.0
中国人歧视黑人，其实就是黑人的五官和皮肤在中国人的审美里面是长的最丑，生下的小孩也是黑的。白人在古代被叫做罗刹就是鬼 ，只不过现代审美还是偏像白人的长相了。至于为什么一骂就是俄罗斯，我想应该因为俄罗斯处处打压中国，,50.0
最讨厌一有事就东北人这那的，谁野蛮了没道德了就揍他砍他呗谁在乎，应该的，素质低的哪有都，按省分也就罢了，一有事就东北这不行那不行，丫的东北三个省呢，按比例来也该多点吧，广西民风彪悍佩服，经济发展不起来很遗憾，我辽宁人，欢迎来黑,50.0
枪击案吸毒也得看什么情况吧 不能一味总结于人品不好 感觉你们都是白人区温室长大的孩子 在黑人区玩个枪打死个人吸毒贩毒很常见啊：）你潜台词就是要尊重农村和黑人的传统文化，校园暴力和吸毒的明星要大力追捧。真恶心农村人的这种逆向歧视?,50.0
真不自信。天天别人歧视歧视的挂在嘴边。我甚至认为这就是公知在分裂中国不能后的另一种洗脑。天天说你们被歧视，你们黄种人被歧视。让国民自己定位为被歧视地位。永远洗脑中国人只能努力争取平等的下等地位，而不是领导统治的地位。,50.0
这个问题你来知乎问就对了。我们聪明，高贵，果敢，理性的知乎er会告诉你：因为白人男性打压亚裔男性。因为雄性之间天然的存在竞争。因为西方的政治正确。他们可以从达尔文的进化论聊到二战犹太人的悲剧。反正最后结论不可能是中国女性真的优秀才更多地被那些大学录取。,60.0
